NUMBER,Genus,SPECIES$,SUBSPECIES$,MORPHOTYPE$,HERBARIUM$,COLLECTOR$,COLNUMBER,COUNTRY$,LATITUDE,DLATITUDE,LONGITUDE,DLONGITUDE,ELEVATION,PLHEIGHT,STEMDIAMETER,PETIOLE,RACHISLEN,RACHISWID,NODIVISIONS,BASPINLEN,BASPINWID,PEDBRACT,PEDUNCLEWID,RACHILLLEN,RACHILLWID,NORACHILLAE,STAMEN,FRUITLEN,FRUITDIAM,STEMS,RACHIS,CIRRUS,CIRRUSABAX,INTERS,FILIFORM,PINNABASE,SPINULES,INFLOS,PEDUNCBRACT,TOMENTUM,STAMENNO,FRUITSURF,FRCOROLLA,SPLITTING,ENDOCARPS
733,Desmoncus,osensis,,,NY,Aguilar,11975,Costa Rica,8.36,8.6,83.28,-83.46,123,,2.56,3,,,,,4.8,,,,,,9,,,,1,1,2,1,2,2,1,4,1,2,2,,,,
667,Desmoncus,osensis,,,INB,Aguilar,5711,Costa Rica,8.43,8.71,83.34,-83.56,100,,1.59,3.5,85,7.8,13,,,,4.8,,1.6,19,,13.9,11,,1,1,2,1,2,2,1,4,,,,3,1,1,3
570,Desmoncus,osensis,,,MO,Aguilar,290,Costa Rica,8.41,8.68,83.31,-83.51,150,,1.18,3,,,,18,2.4,,,,,,,13.9,14.2,,1,1,2,1,2,2,1,4,,,,3,1,1,3
313,Desmoncus,osensis,,,NY,Aguilar,11417,Costa Rica,8.4,8.66,83.11,-83.18,94,,1.59,2,,6.4,,,,,,,,,,17.3,15.1,,1,1,2,,2,2,1,4,,,,3,1,1,3
848,Desmoncus,osensis,,,NY,Aguilar,6606,Costa Rica,8.44,8.73,83.26,-83.43,50,,1.6,2.7,,7,,,,25,,,,,,14,12,,1,1,2,1,2,2,1,4,1,,,3,1,1,3
476,Desmoncus,osensis,,,F,Allen,5787,Costa Rica,8.58,8.96,83.28,-83.46,,,1.74,2,,,,26,5,,4.1,,,18,,,,,1,1,2,1,2,2,1,4,,,,,,,
569,Desmoncus,osensis,,,MO,Morales,6333,Costa Rica,9.31,9.51,84.06,-84.1,350,,1.24,3,,,,25.5,2.4,,,,,,,16.5,15.9,,1,,,,2,2,1,4,,,,3,1,1,3
735,Desmoncus,parvulus,,,INPA,Acevedo,14657,Brazil,1.23,-1.38,68.1,-68.16,,3,0.65,6,38,3.7,5,12.3,3.1,,,,,,,,,,2,,,,2,1,2,,4,,,,,,
133,Desmoncus,parvulus,,,NY,Anderson,10577,Brazil,7.35,-7.58,57.31,-57.51,140,,1.75,9,,,,22,5.5,,,,,12,,11.8,9.1,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
830,Desmoncus,parvulus,,,COAH,Arias,1373,Colombia,4.04,-4.06,69.56,-69.93,,,0.45,8.5,25.5,2,5,12,4.4,,,,,,,12.8,11.2,,2,1,3,2,2,1,2,2,,,,3,1,1,1
109,Desmoncus,parvulus,,,NY,Balée,2301,Brazil,1.4,-1.66,45.19,-45.31,,,0.74,3.5,,2.3,,14.2,2.8,,,,,9,,10.8,7.1,,2,,,,2,1,2,2,4,,,3,1,1,1
517,Desmoncus,parvulus,,,BH,Byron,1066,Brazil,3.06,-3.1,60,-60,,,0.7,3.5,22.5,3,4,14,3.5,,1.7,,,,,9.3,8.2,,2,1,3,2,2,1,2,,,,,,,,
336,Desmoncus,parvulus,,,US,Castillo,2084,Venezuela,6.25,6.41,67.25,-67.41,95,1.5,0.6,3.5,,2.9,,10,2.3,,,,,,,,,,2,,,,2,1,2,,,,,,,,
773,Desmoncus,parvulus,,,INPA,Chagas,1103,Brazil,2.53,-2.88,60.02,-60.03,,,0.57,3.7,,1.7,,7.2,1.8,,,,,,,,,,2,1,3,2,2,1,2,2,4,2,,,,,
774,Desmoncus,parvulus,,,INPA,Coêlho,28,Brazil,2.41,-2.68,59.31,-59.51,,,0.44,7,42,2.6,5,11,2.3,,1,,,8,,,,,2,1,3,2,2,1,2,2,,,,,,,
62,Desmoncus,parvulus,,,NY,Cremers,11838,French Guian,4.11,4.18,52.09,-52.15,80,,0.72,8,,2.5,,12.5,2.8,,,,,,,,,,2,1,3,2,2,1,2,2,,,,,,,
59,Desmoncus,parvulus,,,NY,de Granville,13678,French Guian,4.34,4.56,53.21,-53.35,300,5,0.72,,37,,6,,,,,,,,,,,,2,1,3,2,2,1,2,2,4,,,,,,
338,Desmoncus,parvulus,,,US,de Granville,11232,French Guian,4.28,4.46,53.17,-53,150,3,0.66,,,,7,,,,1.2,,0.5,8,,,,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
61,Desmoncus,parvulus,,,NY,De La Cruz,3360,Guyana,8.2,8.33,59.5,-59.83,,,,,,,,,,,3.1,,,,,,,,2,,,,2,1,2,2,4,,,,,,
63,Desmoncus,parvulus,,,NY,Ek,835,Guyana,5.2,5.33,58.1,-58.16,,,0.99,5.3,28,2.3,7,10,3,,,,,,,,,,2,1,3,2,2,1,2,2,,,,,,,
638,Desmoncus,parvulus,,,MO,Gentry,13351,Brazil,3,-3,58.45,-58.75,,,0.74,4.5,29,2.4,5,10.5,2.4,,1.7,,,,,,,,2,1,3,2,2,1,2,2,,,,,,,
58,Desmoncus,parvulus,,,NY,Gillespie,1050,Guyana,7.15,7.25,58.32,-58.53,10,,0.49,3.5,24.5,1.8,,5,1.9,,,,,,,,,,2,1,3,2,2,1,2,2,4,,,,,,
51,Desmoncus,parvulus,,,NY,Gleason,164,Guyana,5.22,5.36,59,-59,,,,,33.5,,6,10.6,2.7,,,,,10,,,,,2,1,3,2,2,1,2,2,4,,,,,,
60,Desmoncus,parvulus,,,NY,Gleason,269,Guyana,5.23,5.38,59.08,-59.13,,,,,38.5,2.6,7,7.2,2.5,,,,,8,,,,,2,1,3,2,2,1,2,2,4,,,,,,
53,Desmoncus,parvulus,,,NY,Hahn,5134,Guyana,6.21,6.35,58.05,-58.08,100,,0.73,8.5,,2.5,6,12,3.5,,,,,11,,,,2,2,1,3,2,2,1,2,2,4,,,,,,
72,Desmoncus,parvulus,,,NY,Henderson,1077,Brazil,2.23,-2.38,59.51,-59.85,,10,0.58,7,,2.8,,8.5,2.2,,1.4,,,7,,,,2,2,,,,2,1,2,2,4,,,,,,
73,Desmoncus,parvulus,,,NY,Henderson,1609,Brazil,2.23,-2.38,59.51,-59.85,,,0.98,6,33,3.1,6,8.7,2.7,8.5,1.6,,,8,,,,,2,,,,2,1,2,2,4,,,,,,
57,Desmoncus,parvulus,,,NY,Kelloff,917,Guyana,5.1,5.16,59.29,-59.48,300,2.5,0.77,7,42,3.7,6,18,5.8,,,,,,,,,,2,,,,2,1,2,,4,,,,,,
158,Desmoncus,parvulus,,,NY,Liesner,25728,Venezuela,3.49,3.81,65.42,-65.7,650,8,0.63,4.2,29,3,4,13,4,,,,,,,14.3,9.9,,2,1,3,2,2,1,2,2,,,,3,1,1,1
515,Desmoncus,parvulus,,,BH,Maas,3559,Guyana,,,,,,,0.57,3.5,22.5,2,8,6,1.7,,,,,,,,,,2,1,3,2,2,1,2,,,,,,,,
52,Desmoncus,parvulus,,,NY,Maguire,23093,Guyana,5.21,5.35,59.41,-59.68,,,0.91,6.5,32,3.1,5,12.5,4,,,3,0.9,10,,11.2,11,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
55,Desmoncus,parvulus,,,NY,McDowell,3109,Guyana,5.48,5.8,60.44,-60.73,490,,1.13,10,47,3,8,15.5,3.8,,,,,,,9.9,9.5,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
56,Desmoncus,parvulus,,,NY,McDowell,4104,Guyana,7.15,7.25,58.33,-58.55,9,,0.74,6,29.5,2.6,7,7.5,2.1,11,,4.5,0.7,7,,9.2,9.5,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
64,Desmoncus,parvulus,,,NY,Mori,15604,French Guian,3.37,3.61,53.12,-53.2,300,,1.27,8.8,32,3.8,7,11.7,3.5,,,,,12,,11.1,9.3,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
65,Desmoncus,parvulus,,,NY,Mori,8455,Surinam,4.25,4.41,54.38,-54.65,600,,1.04,7,26.5,3.4,6,9.8,2.7,,,6.2,0.7,9,,,,,2,1,3,2,2,1,2,2,4,2,,,,,
66,Desmoncus,parvulus,,,NY,Mori,8063,Guyana,6.24,6.4,58.37,-58.61,90,,0.77,9.8,33,2.7,7,10.4,3.3,,,4.5,0.6,10,,,,,2,1,3,2,2,1,2,2,4,2,,,,,
68,Desmoncus,parvulus,,,NY,Mori,8100,Guyana,6.24,6.4,58.37,-58.61,90,,0.74,11,39.3,3.3,,15.5,4.5,,,,,,6,,,,2,,,,2,1,2,2,4,2,1,,,,
71,Desmoncus,parvulus,,,NY,Nee,42329,Brazil,2.23,-2.38,59.51,-59.85,,4,0.57,4.5,26,2.2,7,7.3,2.3,,,,,8,,10.7,8.9,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
516,Desmoncus,parvulus,,,F,Persaud,77,Guyana,,,,,,,0.77,4.5,,3.1,,7.5,2.3,,,,,,,,,,2,1,3,2,2,1,2,2,4,,,,,,
54,Desmoncus,parvulus,,,NY,Pipoly,7442,Guyana,6.25,6.41,58.1,-58.16,5,,0.81,,32.5,,6,12.7,3.5,,,3.8,0.6,7,,8.9,8.5,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
67,Desmoncus,parvulus,,,NY,Pipoly,9236,Guyana,6.3,6.5,58.11,-58.18,25,,1.02,3.8,40,3.3,8,8.7,2.8,,,5.3,0.7,9,,,,,2,1,3,2,2,1,2,2,4,2,,,,,
69,Desmoncus,parvulus,,,NY,Pipoly,9956,Guyana,5.1,5.16,59.29,-59.48,400,,0.97,13.8,38.5,2.9,5,12.7,3.7,,,,,,,12.7,10.3,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
70,Desmoncus,parvulus,,,NY,Plowman,9547,Brazil,4.05,-4.08,47.32,-47.53,250,1.8,0.48,3.1,23,2.2,6,4.2,1.2,,,,,,,10.3,9.2,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
225,Desmoncus,parvulus,,,NY,Rabelo,2533,Brazil,1,1,51,-51,,,0.62,2,29.5,2.9,6,10.5,2.3,,,,,7,,,,,2,,,,2,1,2,2,4,,,,,,
814,Desmoncus,parvulus,,,MG,Rocha,258,Brazil,0.54,-0.9,47.23,-47.38,,,0.88,7,27.5,2.5,4,11.6,3.3,13.5,1,5,0.7,14,,,,,2,1,3,2,2,1,2,2,4,2,,,,,
829,Desmoncus,parvulus,,,COAH,Rosero,2007,Colombia,0.04,0.06,72.12,-72.2,,,,,,,,,,,,,,,,,,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
74,Desmoncus,parvulus,,,NY,Steyermark,122423,Venezuela,5.35,5.58,67.15,-67.25,100,,0.61,3.7,28,2.4,5,11.4,2,,,,,,,12,9.3,,2,1,3,2,2,1,2,2,4,,,3,1,1,1
337,Desmoncus,parvulus,,,US,Zarucchi,2007,Colombia,1.1,1.16,70.3,-70.5,,,0.61,6.5,29.5,2.4,5,10,3.8,,,,,,,,,,2,1,3,2,2,1,2,,,,,,,,
817,Desmoncus,parvulus,?hybrid,,MG,Maciel,167,Brazil,2.33,-2.55,54.58,-54.96,,5,0.51,0.7,22.5,,9,5.8,1,17,1.5,4.2,0.7,7,,,,,2,1,,2,2,1,2,2,4,,,,,,
714,Desmoncus,polyacanthos,,amazonas,AAU,Byg,47,Ecuador,4.17,-4.28,78.38,-78.63,900,,2.26,2.5,,,,,,,5.6,,,20,,20.8,14.1,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
614,Desmoncus,polyacanthos,,amazonas,MO,Jaramillo,1290,Peru,4.55,-4.91,78.19,-78.31,320,8,1.83,2.4,,,,,,,2.9,,,16,,,,,2,1,1,2,2,1,1,2,,,,,,,
233,Desmoncus,polyacanthos,,amazonas,NY,Vásquez ,24109,Peru,4.29,-4.48,78.1,-78.16,300,,2.92,3,,,,19,2,,,,,,,21.2,12.3,,2,1,1,2,2,1,1,2,,,,2,1,1,1
234,Desmoncus,polyacanthos,,amazonas,NY,Vásquez ,18978,Peru,4.23,-4.38,78.21,-78.35,800,,1.71,,,,,,,,,,,,,21.7,16.2,,2,1,1,2,2,1,1,2,,,,2,1,1,1
694,Desmoncus,polyacanthos,,large,AAU,Balslev,6688,Peru,3.46,-3.76,73.14,-73.23,,,,1.5,82.5,7.8,15,20.5,3,34,3.3,9,1.1,22,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
695,Desmoncus,polyacanthos,,large,AAU,Balslev,6689,Peru,3.46,-3.76,73.14,-73.23,,,,1.5,103.5,8.2,15,26,3.3,26.5,4.4,,,16,,16.7,12,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
696,Desmoncus,polyacanthos,,large,AAU,Balslev,7388,Peru,4.54,-4.9,73.43,-73.71,135,,2.44,0.5,90.5,8.1,13,,,33,,,,,,,,,2,1,1,2,2,1,1,2,2,,,,,,
697,Desmoncus,polyacanthos,,large,AAU,Balslev,6620,Peru,3.48,-3.8,75.08,-75.13,,,2.14,1.5,,10.3,,,,32,4.9,,,26,,21.8,16.2,,,,,,,,,2,2,,,2,1,1,1
700,Desmoncus,polyacanthos,,large,AAU,Balslev,7441,Peru,3.47,-3.78,74.47,-74.78,155,,1.36,1.5,,,,,,,,9.5,1.4,,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
701,Desmoncus,polyacanthos,,large,AAU,Balslev,7408,Peru,3.45,-3.75,75.1,-75.16,150,,1.53,,,,,,,,3.6,9,1.7,,,21.4,11,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
702,Desmoncus,polyacanthos,,large,AAU,Balslev,6265,Ecuador,0.4,-0.66,76.23,-76.38,210,10,,,,,,,,,5,,,23,,,,,2,1,1,2,2,1,1,2,,,,,,,
704,Desmoncus,polyacanthos,,large,AAU,Balslev,7404,Peru,3.45,-3.75,75.1,-75.16,130,,,,,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,,,,,,,
705,Desmoncus,polyacanthos,,large,AAU,Balslev,62438,Ecuador,1.3,-1.5,78,-78,1000,5,,,90,12.9,12,,2.6,,5.5,,,,,,,,2,1,1,2,2,1,1,2,2,,,,,,
708,Desmoncus,polyacanthos,,large,AAU,Balslev,6656.1,Peru,3.48,-3.8,75.08,-75.13,,,,1,86,8.7,12,23,2.6,,4.9,,,,,15.3,12.7,,2,1,1,2,2,1,1,2,,,,2,1,1,1
709,Desmoncus,polyacanthos,,large,AAU,Balslev,6640,Peru,3.48,-3.8,75.08,-75.13,,,,1,,,,,,,5.7,,,24,,22.5,14.7,,2,1,1,2,2,1,1,2,,,,2,1,1,1
711,Desmoncus,polyacanthos,,large,AAU,Balslev,6599,Peru,3.48,-3.8,75.08,-75.13,,37,,1,,8.7,,26,2.5,,4.6,,,31,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
712,Desmoncus,polyacanthos,,large,AAU,Balslev,6690,Peru,3.46,-3.76,73.14,-73.23,,,,2.5,115.5,8.9,14,,,,2.8,,,14,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
713,Desmoncus,polyacanthos,,large,AAU,Balslev,6630,Peru,3.48,-3.8,75.08,-75.13,,28,,,,,,,,33.5,6.9,,,36,,18.7,13.2,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
223,Desmoncus,polyacanthos,,large,NY,Balslev,62050,Ecuador,0.32,-0.53,76.23,-76.38,265,8,,7,,,8,,,,,,,15,,17.2,11.7,,2,,,,2,1,1,2,,,,2,1,1,1
610,Desmoncus,polyacanthos,,large,MO,Croat,88912,Ecuador,1.28,-1.46,78.04,-78.06,,8,2.15,2,,,,,,,3.1,,,,,20.2,16.2,,2,1,1,2,2,1,1,2,,,,2,1,1,1
214,Desmoncus,polyacanthos,,large,NY,Daly,10779,Brazil,8.56,-8.93,72.33,-72.55,,,0.98,,,,,,,,5.8,,,,,,,,2,1,1,2,2,1,1,2,,,,2,1,1,1
216,Desmoncus,polyacanthos,,large,NY,Ferreira,145,Brazil,8.58,-8.96,72.43,-72.71,,7,1.62,6.2,,4.7,8,29.5,2,,,,,14,,,,2,2,1,1,2,2,1,1,2,,,,,,,
495,Desmoncus,polyacanthos,,large,F,Gentry,22007,Peru,0.08,-0.11,75.15,-75.25,200,,1.37,,,,,,,,2.3,,,,,,,,2,,,,2,1,1,,,,,,,,
152,Desmoncus,polyacanthos,,large,MO,Gentry,43738,Peru,3.28,-3.46,72.5,-72.83,,,,,,,,,,,5.2,,,,,,,,2,,,,2,1,1,2,2,,,,,,
618,Desmoncus,polyacanthos,,large,MO,Gentry,74275,Peru,3.15,-3.25,72.55,-72.91,130,,,2.7,,,,22.4,1.9,,,,,,,23.5,14.7,,2,,,,2,1,1,2,,,,2,1,1,1
620,Desmoncus,polyacanthos,,large,MO,Gentry,61699,Peru,3.28,-3.46,72.5,-72.83,120,,2.25,2.4,,,,,,,4.3,,,23,,,,,2,1,1,2,2,1,1,2,,,,,,,
630,Desmoncus,polyacanthos,,large,MO,Gentry,61654,Peru,3.28,-3.46,72.5,-72.83,120,,1.95,1.8,,,,,,,3.3,,,22,,,,,2,,,,2,1,1,2,2,,,,,,
631,Desmoncus,polyacanthos,,large,MO,Gentry,54546,Peru,3.25,-3.41,72.5,-72.83,120,,1.64,,,,,,,,4,,,,,,,,2,1,1,2,2,1,1,2,,,,,,,
633,Desmoncus,polyacanthos,,large,MO,Gentry,38752,Peru,3.28,-3.46,72.5,-72.83,120,,1.45,,,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
634,Desmoncus,polyacanthos,,large,MO,Gentry,76380,Peru,3.28,-3.46,72.5,-72.83,120,,1.21,2.5,,,,,,,,,,,,18.1,11.5,,2,1,1,2,2,1,1,2,,,,2,1,1,1
218,Desmoncus,polyacanthos,,large,NY,Gentry,56146,Peru,4.55,-4.91,73.45,-73.75,,,2.55,1,,9.9,,,,,,,,,,17.9,11.7,,2,,,,2,1,1,2,2,,,2,1,1,1
726,Desmoncus,polyacanthos,,large,NY,Goldenberg,1347,Brazil,9.06,-9.1,71.56,-71.93,240,,1.45,4.5,,,,24,1.7,,2.7,6.8,0.9,19,,,,,2,,,,2,1,1,2,,,,,,,
611,Desmoncus,polyacanthos,,large,MO,Gudiño,397,Ecuador,0.44,-0.73,76.52,-76.86,400,,1.69,3.7,,,,,,,3.9,,,18,,20.2,14,,2,1,1,2,2,1,1,2,,,,2,1,1,1
552,Desmoncus,polyacanthos,,large,US,Idrobo,506,Colombia,3.15,3.25,73.5,-73.83,500,35,0.88,,,,,,,,3.7,,,17,,14.9,10.6,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
699,Desmoncus,polyacanthos,,large,AAU,Kvist,1545,Peru,4.57,-4.95,73.45,-73.75,120,,1.54,1.5,,,,,,,4.6,,,19,,,,,2,1,1,2,2,1,1,2,,,,,,,
716,Desmoncus,polyacanthos,,large,AAU,Kvist,1196,Peru,4.55,-4.91,73.45,-73.75,120,,2.27,,,,,,,,5,,,24,,19.3,13.9,,2,1,1,2,2,1,1,2,,,,2,1,1,1
831,Desmoncus,polyacanthos,,large,COAH,López,10994,Colombia,2.22,-2.36,70.12,-70.2,139,,,,,,,,,,3.6,,,,,21.7,14.1,,2,,,,2,1,1,2,,,,2,1,1,1
498,Desmoncus,polyacanthos,,large,F,Macbride,5470,Peru,11.03,-11.05,75.19,-75.32,,,,1.5,68,,,,,,4,,,14,,,,,2,1,1,2,2,1,1,2,,,,2,1,1,1
619,Desmoncus,polyacanthos,,large,MO,Mata,4,Peru,4.55,-4.91,73.4,-73.66,125,,1.56,2,,,,18.2,3.2,,3.2,8,1,21,,,,,2,,,,2,1,1,,,,,,,,
635,Desmoncus,polyacanthos,,large,MO,Mata,18,Peru,4.55,-4.91,73.4,-73.66,125,,1.62,,,,,,,30,3.6,7.5,1.3,,,,,,2,,,,2,1,1,2,2,2,,,,,
621,Desmoncus,polyacanthos,,large,MO,McDaniel,14208,Peru,3.45,-3.75,73.13,-73.23,110,,,,,,,,,,3.5,,,16,,16.9,12.9,,2,,,,2,1,1,2,,,,2,1,1,1
238,Desmoncus,polyacanthos,,large,NY,Mori,9128,Brazil,3.27,-3.45,68.56,-68.93,,,1.91,1,,7.6,,18,1.7,,4.4,,,22,,13.6,10.4,,2,1,1,2,2,1,1,2,,,,2,1,1,1
609,Desmoncus,polyacanthos,,large,MO,Palacios,932,Ecuador,1.04,-1.06,77.37,-77.61,500,,1.3,1.8,58,4.8,13,11.7,1.7,,2.5,,,11,,16.3,10.5,,2,1,1,2,2,1,1,2,,,,2,1,1,1
215,Desmoncus,polyacanthos,,large,NY,Pardini,39,Brazil,6.28,-6.46,68.46,-68.76,,,,,,,13,,,,4.5,5.2,0.7,24,,,,2,2,1,1,2,2,1,1,2,2,2,,,,,
491,Desmoncus,polyacanthos,,large,F,Revilla,1078,Peru,4.2,-4.34,70.02,-70.03,,,1.59,1,,7.3,,,,,,,,,,16.1,13.2,,2,1,1,2,2,1,1,,,,,2,1,1,1
606,Desmoncus,polyacanthos,,large,MO,Rudas,2297,Colombia,3.01,-3.01,70.02,-70.03,100,,1.68,4,,,,15,1.9,,,,,,,17.9,13.4,,2,1,1,2,2,1,1,2,,,,2,1,1,1
228,Desmoncus,polyacanthos,,large,NY,Schunke,14877,Peru,10.12,-10.2,70.57,-70.95,189,7.5,1.41,,,,,,,,,,,,,,,,2,,,,2,1,1,2,,,,,,,
224,Desmoncus,polyacanthos,,large,NY,Silveira,417,Brazil,9.06,-9.1,72.42,-72.7,200,5,,3,,4.5,8,18,1.7,,,,,,,19.6,12.1,,2,1,1,2,2,1,1,2,,,,2,1,1,1
220,Desmoncus,polyacanthos,,large,NY,Thomas,6777,Peru,3.25,-3.41,72.45,-72.75,117,,1.41,,,,,,,,,,,,,17.8,11.4,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
627,Desmoncus,polyacanthos,,large,MO,Vásquez ,16148,Peru,3.2,-3.33,72.55,-72.91,140,,1.19,1.3,,,,,,,3.3,,,,,21.8,11,,2,1,1,2,2,1,1,2,2,,,2,1,1,1
632,Desmoncus,polyacanthos,,large,MO,Vásquez ,1143,Peru,3.42,-3.7,72.5,-72.83,115,,,,,,,,,30.5,2.7,6.5,0.7,,5,,,,2,,,,2,1,1,2,2,2,1,,,,
219,Desmoncus,polyacanthos,,large,NY,Vásquez ,10686,Peru,4.1,-4.16,73.3,-73.5,130,,1.55,2.5,,5.3,,,,,,,,,,18,11.4,,2,1,1,2,2,1,1,2,,,,2,1,1,1
227,Desmoncus,polyacanthos,,large,NY,Vásquez ,3381,Peru,4.32,-4.53,74.3,-74.5,150,,2.16,1.5,,8,,,,27,,,,,,,,,2,,,,2,1,1,2,2,2,,,,,
245,Desmoncus,polyacanthos,,large,NY,Vásquez ,11246,Peru,4.3,-4.5,73.3,-73.5,130,,1.69,2,,,,,,,,,,12,,20.2,15.3,,2,,,,2,1,1,2,,,,2,1,1,1
274,Desmoncus,polyacanthos,,large,NY,Vásquez ,13559,Peru,3.28,-3.46,72.5,-72.83,106,15,2.32,1.5,,9.9,,,,,,,,24,,17.8,12.6,,2,,,,2,1,1,2,2,,,2,1,1,1
590,Desmoncus,polyacanthos,,mirandanus,MO,Agostini,2663,Venezuela,10.35,10.58,66.12,-66.2,100,,1.42,2,,,,,,,3.3,5.6,1.3,22,,,,,2,1,1,2,2,1,1,,,,,,,,
565,Desmoncus,polyacanthos,,mirandanus,BH,Croat,21619,Venezuela,10.3,10.5,66.55,-66.91,,7,,,,,,,,,4.5,,,26,,,,,2,,,,2,1,1,,,,,,,,
166,Desmoncus,polyacanthos,,mirandanus,NY,Diaz,319,Venezuela,10.17,10.28,68.1,-68.16,,,1.66,2,,,,,,,5.1,,1.2,15,,18.8,12.9,,2,1,1,2,2,1,1,2,2,,,,,,
161,Desmoncus,polyacanthos,,mirandanus,NY,Fendler,2468,Venezuela,10.26,10.43,68,-68,,,1.21,2,,,,,,,,,,,,19.5,11.8,,2,1,1,2,2,1,1,2,,,,2,1,1,1
586,Desmoncus,polyacanthos,,mirandanus,MO,Gentry,14819,Venezuela,10.07,10.11,65.21,-65.35,,,1.91,2,,,,,,,,,,,,,,,2,1,1,2,2,1,1,2,2,,,,,,
584,Desmoncus,polyacanthos,,mirandanus,MO,González,813,Venezuela,10.06,10.1,66.03,-66.05,,,1.45,2.6,,,,18.5,2.5,,2.8,,,13,,,,,2,1,1,2,2,1,1,2,,,,,,,
585,Desmoncus,polyacanthos,,mirandanus,MO,Liesner,9216,Venezuela,10.08,10.13,65.41,-65.68,100,3,2.3,,,,,,,,4.4,5.5,1.5,26,,,,,2,1,1,2,2,1,1,2,2,2,,,,,
587,Desmoncus,polyacanthos,,mirandanus,MO,Liesner,13632,Venezuela,10.24,10.4,68.04,-68.06,150,3,1.51,2.4,60.5,6.1,8,19,4.7,,3.4,,,10,,,,,2,1,1,2,2,1,1,2,,,,,,,
151,Desmoncus,polyacanthos,,mirandanus,NY,Nee,17811,Venezuela,10.07,10.11,66.31,-66.51,600,,,1,,7.9,,15.5,3,,4.7,,,24,,,,,2,1,1,2,2,1,1,2,2,,,,,,
326,Desmoncus,polyacanthos,,mirandanus,US,Pittier,7078,Venezuela,,,,,,,1.1,2.5,,5,,,2,,3.8,9,1,17,,14.1,10.8,,2,1,1,2,2,1,1,2,,,,2,1,1,1
564,Desmoncus,polyacanthos,,mirandanus,US,Pittier,7795,Venezuela,10.07,10.12,66.46,-66.77,,,1.93,2.6,,,,17.3,2.5,,,,,,,,,,2,1,1,2,2,1,1,,,,,,,,
562,Desmoncus,polyacanthos,,mirandanus,BH,Steyermark,95458,Venezuela,10.24,10.4,67.57,-67.96,450,,1.67,2.5,,7.3,,21,3.5,,2.7,12,2,16,,,,,2,1,1,2,2,1,1,2,2,,,,,,
563,Desmoncus,polyacanthos,,mirandanus,BH,Steyermark,116785,Venezuela,10.06,10.1,65.53,-65.88,15,,,,,,,,,29,2.7,,,21,,,,,2,1,1,2,2,1,1,2,2,,,,,,
141,Desmoncus,polyacanthos,,mirandanus,NY,Steyermark,101287,Venezuela,10.37,10.63,66.34,-66.56,50,,1.57,0.5,,4.2,,9.5,1.7,,7,,,,,12.4,9.7,,2,1,1,2,2,1,1,2,,,,2,1,1,1
617,Desmoncus,polyacanthos,,pasco,MO,Gentry,25466,Peru,8.45,-8.75,75.05,-75.08,300,,,,,,,,,,,,,,,,,,2,,,,2,1,1,2,,,,,,,
226,Desmoncus,polyacanthos,,pasco,NY,Henderson,3009,Peru,10.04,-10.06,75.32,-75.53,,20,1.99,1.5,173,5.4,14,15.5,0.7,32.5,,9,1.4,37,,,,2,2,1,1,2,2,1,1,2,2,2,,,,,
235,Desmoncus,polyacanthos,,pasco,NY,Smith,3791,Peru,10.12,-10.2,75.14,-75.23,325,,2.3,2.5,,,11,40,3.3,,,,,,,21.7,16.8,,2,1,1,2,2,1,1,2,,,,2,1,1,1
40,Desmoncus,polyacanthos,,polyacanthos,NY,Carvalho,6849,Brazil,15.09,-15.11,39.31,-39.51,,3,0.97,1.7,,,10,10,,,,5,1,13,,13,7.9,,2,,,,2,1,1,2,,,,2,1,1,1
28,Desmoncus,polyacanthos,,polyacanthos,BH,Costa,680066,Brazil,8.22,-8.36,35.14,-35.23,,,1.75,4,,7,,14.5,1.5,30,3.9,7,0.7,18,5,,,,2,,,,2,1,1,2,2,2,1,,,,
489,Desmoncus,polyacanthos,,polyacanthos,F,Costa,680083,Brazil,8.07,-8.11,35.18,-35.3,,4,1.26,1.5,75,6.5,12,,,,3.6,,,19,,11.2,8.8,,2,1,1,2,2,1,1,2,,,,2,1,1,1
