Number,Genus,Species,Subspecies,Collector,Collnumber,Herbarium,Country,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemhe,Stemdi,Shpele,Rachle,Rachwi,Nodivi,Asymme,Bapiwi,Bapimi,Differ,Basang,Apiang,Appile,Pedlen,Prople,Pedble,Peduwi,Distan,Norlla,Rllale,Rllawi,Pitwid,Pitlen,Dispit,Stapit,Fruidi,Fruile,Leafno,Stemfo,Pitcoll,Petiol,Pedtom,Filifo,Inflor,Pbscar,Prophy,Pbract,Pbsurf,Pbfold,Rachil,Rlltom,Upplip,Stasep,Flapdist,Flap,Inflobud,Flowerbud,Openfls,Immfrs,Matfrs,Oldinflo,Racpro,Lobes,Proxpin,Leaf,Fruitcolor,Lgstemhe,Lgstemdi,Lgshpele,Lgrachle,Lgrachwi,Squnodivi,Lgasymme,Lgbasang,Lgapiang,Lgappile,Lgpedlen,Lgprople,Lgpedble,Lgpeduwi,Lgdistan,Squnorlla,Lgrllale,Lgrllawi,Lgdispit,Lgfruidi,Lgfruile,Lgflapdist,Rachillacolo
411,Calyptrogyne,brachystachys,,Davidse,23392,mo,costa rica,10.47,10.78,85.18,-85.3,1050,,,,23,2.4,2,0.4,2.7,2.5,-0.2,28,20,11.5,,,,2.3,0.7,1,13.7,3.2,2,1.5,3.2,1,,,,1,1,0,1,0,0,0,0,0,,,0,0,0,,1,1,,,,jan,,,0,0,0,1,,,,,1.361727836,0.380211242,1.414213562,-0.397940009,1.447158031,1.301029996,1.06069784,,,,0.361727836,-0.15490196,1,1.136720567,0.505149978,0.505149978,,,0,0
407,Calyptrogyne,brachystachys,,Davidse,23183,mo,costa rica,10.04,10.07,83.58,-83.97,1150,,,,28,2.7,3,,,,,43,19,,,,,2.6,1.1,1,17.9,5,2.5,2.6,4,1,,,,,1,0,1,0,0,0,1,0,,,0,0,0,0,,,,jan,,,,,,0,0,1,,,,,1.447158031,0.431363764,1.732050808,,1.633468456,1.278753601,,,,,0.414973348,0.041392685,1,1.252853031,0.698970004,0.602059991,,,,0
408,Calyptrogyne,brachystachys,,Croat,43556,mo,costa rica,10.1,10.17,84.24,-84.4,850,,,,,,,,,,,,,,,,,2.2,2.5,1,17,3.6,1.7,3.2,3,2,7.3,10.5,,,1,,1,,0,0,,0,,,0,0,0,,,,,,,,aug,,,,0,1,,,,,,,,,,,,,,,0.342422681,0.397940009,1,1.230448921,0.556302501,0.477121255,0.86332286,1.021189299,,0
410,Calyptrogyne,brachystachys,,Gomez,23485,mo,costa rica,9.5,9.83,83.12,-83.2,550,,,,34.5,,3,0.9,,,,35,10,,122.5,28.5,,2.6,1,1,18,3.5,1.5,2,3.2,1,,,,,1,0,1,0,0,0,0,0,,,0,0,0,,,,,,,apr,,,,0,0,1,,,,,1.537819095,,1.732050808,-0.045757491,1.544068044,1,,2.088136089,1.45484486,,0.414973348,0,1,1.255272505,0.544068044,0.505149978,,,,
414,Calyptrogyne,brachystachys,,Fuentes,278,mo,costa rica,10.16,10.27,84.49,-84.82,1100,,,38.5,26.3,3.1,6,0.3,1.8,4.5,2.7,60,,16.7,117.5,,,3.2,2.8,1,17,4.9,1.8,2.7,5.8,2,7.4,11.4,,,1,,1,0,0,0,,0,,,0,0,0,,,,,,,,mar,,,0,0,1,black,,,1.58546073,1.419955748,0.491361694,2.449489743,-0.522878745,1.77815125,,1.222716471,2.070037867,,,0.505149978,0.447158031,1,1.230448921,0.69019608,0.763427994,0.86923172,1.056904851,,0
415,Calyptrogyne,brachystachys,,Croat,43626,mo,costa rica,10.1,10.17,84.24,-84.4,850,,,,40,2.1,3,0.7,,,,47,14,,,,,3.1,1.2,1,21.6,4.4,2.2,3,4.2,2,7.7,11.3,,,1,0,1,0,0,0,,0,,,0,0,0,,,,,,,,aug,,,0,0,1,,,,,1.602059991,0.322219295,1.732050808,-0.15490196,1.672097858,1.146128036,,,,,0.491361694,0.079181246,1,1.334453751,0.643452676,0.62324929,0.886490725,1.053078443,,0
416,Calyptrogyne,brachystachys,,Hammel,13850,mo,costa rica,10.17,10.28,84.48,-84.8,1500,,,,,3,,,,,,48,,,,,,3.6,1.1,1,16.8,4.3,2.1,3,5.5,1,,,,,1,0,1,0,0,0,,0,,,0,0,0,,,,,,,jun,,,,0,0,1,,,,,,0.477121255,,,1.681241237,,,,,,0.556302501,0.041392685,1,1.225309282,0.633468456,0.740362689,,,,0
126,Calyptrogyne,brachystachys,,Valerio,1593,f,costa rica,10.1,10.17,84.09,-84.15,2200,,,,,,,,,,,,,,,,,2.9,1,1,13.4,4.6,2.7,2.5,3.5,2,,,,,1,,1,,0,0,,0,,,0,0,0,,,,,,,,feb,,,0,0,1,,,,,,,,,,,,,,,0.462397998,0,1,1.127104798,0.662757832,0.544068044,,,,
137,Calyptrogyne,brachystachys,,Dryer,1035,f,costa rica,10.17,10.28,84.5,-84.83,1550,,,,30.5,3.7,4,1,4,4.7,0.7,38,21,,,,,2.4,2.6,1,16.2,3.9,2,3,5,0,,,,1,1,1,1,0,0,0,,0,0,0,0,0,0,0,1.3,1,,nov,,,,,0,1,0,1,,,,,1.484299839,0.568201724,2,0,1.579783597,1.322219295,,,,,0.380211242,0.414973348,1,1.209515015,0.591064607,0.698970004,,,0.113943352,
138,Calyptrogyne,brachystachys,,Dryer,187,f,costa rica,10.17,10.28,84.5,-84.83,1570,,,,28.5,3.1,4,,,,,42,15,,,,,4.2,0.9,1,16.5,5.4,2.8,2.8,3,2,7.5,11.7,,1,1,1,1,0,0,0,0,0,,,0,0,0,0,,,,,,jun,jun,,,1,0,1,black,,,,1.45484486,0.491361694,2,,1.62324929,1.176091259,,,,,0.62324929,-0.045757491,1,1.217483944,0.73239376,0.477121255,0.875061263,1.068185862,,0
363,Calyptrogyne,brachystachys,,de Nevers,7790,mo,costa rica,10.04,10.07,84.32,-84.53,1025,,,,29,2.7,4,0,3.5,6,2.5,70,19,20,,,,3.2,0.8,1,19.5,5.3,2.7,2.5,3,0,,,9,1,1,1,1,0,0,0,,0,,,0,0,0,,,,,,may,,,,,1,0,1,,,,,1.462397998,0.431363764,2,,1.84509804,1.278753601,1.301029996,,,,0.505149978,-0.096910013,1,1.290034611,0.72427587,0.477121255,,,,
362,Calyptrogyne,brachystachys,,de Nevers,7782,mo,costa rica,10.04,10.07,84.32,-84.53,900,,,,51.5,4,3,1,7,6.5,-0.5,37,12,29.5,107.5,29.5,,3.4,3.8,1,26.5,5.1,2.4,2.6,5,0,,,,1,1,,1,0,0,0,1,0,,,0,0,0,0,,,,,may,,,,,0,0,1,,,,,1.711807229,0.602059991,1.732050808,0,1.568201724,1.079181246,1.469822016,2.031408464,1.469822016,,0.531478917,0.579783597,1,1.423245874,0.707570176,0.698970004,,,,
361,Calyptrogyne,brachystachys,,Haber,4177,mo,costa rica,10.2,10.33,84.5,-84.83,1600,,,,,,,,,,,,,,,,,3.7,1.8,1,18.6,4.7,2.5,3,3.5,0,,,,,1,0,1,,0,0,,0,,,0,0,0,0,,,,,jan,,,,,,0,1,,,,,,,,,,,,,,,0.568201724,0.255272505,1,1.269512944,0.672097858,0.544068044,,,,0
409,Calyptrogyne,brachystachys,,Gentry,48775,mo,costa rica,10.18,10.3,84.48,-84.8,1500,,,,20.2,1.5,3,0.4,2.2,3.8,1.6,56,19,19,,,,2.5,1.2,1,15.5,3.1,1.8,2.7,3.1,,6.1,9.4,,1,1,0,1,0,0,0,,0,,,0,0,0,,,,,,,aug,aug,,,1,0,1,,,,,1.305351369,0.176091259,1.732050808,-0.397940009,1.748188027,1.278753601,1.278753601,,,,0.397940009,0.079181246,1,1.190331698,0.491361694,0.491361694,0.785329835,0.973127854,,0
154,Calyptrogyne,brachystachys,,Liesner,14721,cas,costa rica,10.04,10.07,84.28,-84.47,1075,,,,26.8,2.9,4,0.4,,,,65,20,18.8,,,,3.5,0.8,1,22.2,5.3,2.6,2.7,2.2,2,,,,,1,0,1,,0,0,1,0,,,0,0,0,,0.7,1,,,,,,apr,0,1,0,1,,,,,1.428134794,0.462397998,2,-0.397940009,1.812913357,1.301029996,1.274157849,,,,0.544068044,-0.096910013,1,1.346352974,0.72427587,0.342422681,,,-0.15490196,0
227,Calyptrogyne,brachystachys,,de Nevers,7822,cas,costa rica,10.1,10.17,84,-84,1500,,,71,,,,,4.3,6.5,2.2,42,,,122.5,39,,,2.1,1,20.4,3.6,2,2.5,4.2,1,,,,1,1,0,1,0,0,0,,0,,,,0,0,0,,,,,,jun,,,,0,0,,,,,1.851258349,,,,,1.62324929,,,2.088136089,1.591064607,,,0.322219295,1,1.309630167,0.556302501,0.62324929,,,,0
232,Calyptrogyne,brachystachys,,Haber,4657,cas,costa rica,10.2,10.33,84.5,-84.83,1400,,,,24.5,2.3,1,0.5,2,3.4,1.4,45,23,17.2,,,,2.3,1.4,1,13,3.8,2.1,2.7,3.8,,,,,1,1,,1,0,0,0,1,0,,,0,0,0,0,,,,apr,,,,,,1,0,1,black,,,,1.389166084,0.361727836,1,-0.301029996,1.653212514,1.361727836,1.235528447,,,,0.361727836,0.146128036,1,1.113943352,0.579783597,0.579783597,,,,
234,Calyptrogyne,brachystachys,,Herrera,486,cas,costa rica,10.12,10.2,84.36,-84.6,,1,,,38,3.2,4,1.4,1.8,3.8,2,70,17,18.5,,,,2.9,1.2,1,22,4.2,2.5,2.2,3.7,2,6.4,9.6,,,1,1,1,0,0,0,,0,,,0,0,0,,,,,,,,feb,,,1,0,1,,0,,,1.579783597,0.505149978,2,0.146128036,1.84509804,1.230448921,1.267171728,,,,0.462397998,0.079181246,1,1.342422681,0.62324929,0.568201724,0.806179974,0.982271233,,0
235,Calyptrogyne,brachystachys,,Liesner,14675,cas,costa rica,10.13,10.22,84.32,-84.53,750,,,,24.3,3.8,3,0,,,,71,21,22.8,,,,3.8,0.8,1,23,4.5,2.2,1.5,3,2,6.7,10,,,1,1,1,0,0,0,1,0,,,0,0,0,,,,,,,,apr,,,1,0,1,,,,,1.385606274,0.579783597,1.732050808,,1.851258349,1.322219295,1.357934847,,,,0.579783597,-0.096910013,1,1.361727836,0.653212514,0.477121255,0.826074803,1,,0
240,Calyptrogyne,brachystachys,,Chazdon,184,bh,costa rica,10.14,10.23,84.05,-84.08,1500,,,,25.7,3.8,3,0.3,3.5,5.2,1.7,73,10,18,,,,2,2.2,1,10,4.4,2.2,2,4.2,1,,,5,,1,1,1,0,0,0,,0,,,0,0,0,,,,,,,may,,,0,0,0,1,,,,,1.409933123,0.579783597,1.732050808,-0.522878745,1.86332286,1,1.255272505,,,,0.301029996,0.342422681,1,1,0.643452676,0.62324929,,,,
316,Calyptrogyne,brachystachys,,Standley,44775,us,costa rica,10.28,10.47,84.55,-84.92,750,0.45,,,20.5,,2,0.5,3.5,4.6,1.1,42,15,16.5,,,19.7,,1.1,1,,,,,,,,,,,,0,1,0,0,0,1,0,0,0,0,0,0,0,0.5,1,jan,,,,,,1,0,0,1,,-0.346787486,,,1.311753861,,1.414213562,-0.301029996,1.62324929,1.176091259,1.217483944,,,1.294466226,,0.041392685,1,,,,,,-0.301029996,
226,Calyptrogyne,brachystachys,,de Nevers,7792,cas,costa rica,10.04,10.07,84.32,-84.53,800,,,,,3,,,4.4,5.6,1.2,56,23,21.7,149.5,33.5,35.3,,,1,,,,,,,,,,1,,1,1,0,0,0,,0,0,0,0,,,,0.5,1,may,,,,,,0,1,0,1,,,,,,0.477121255,,,1.748188027,1.361727836,1.336459734,2.174641193,1.525044807,1.547774705,,,1,,,,,,-0.301029996,0
225,Calyptrogyne,brachystachys,,de Nevers,7795,cas,costa rica,10.04,10.07,84.32,-84.53,850,,,77.5,37.6,,3,,,,,58,21,28.5,145,33,,3.7,2.5,1,26.8,4.1,2,2.7,3.5,0,,,16,1,1,1,1,0,0,0,,0,0,0,0,0,0,0,,,,may,,,,,,1,0,1,,,,1.889301703,1.575187845,,1.732050808,,1.763427994,1.322219295,1.45484486,2.161368002,1.51851394,,0.568201724,0.397940009,1,1.428134794,0.612783857,0.544068044,,,,
267,Calyptrogyne,brachystachys,,Klotz,27,bh,costa rica,10.23,10.38,84.5,-84.83,1540,,,,23.8,1.6,2,0,1.5,2.5,1,35,18,16,,,,3.1,2.3,1,15.7,5.2,2.5,3.5,4,2,6.7,9.9,,1,1,1,1,0,0,0,,0,,,0,0,0,,,0,,,,,aug,,1,0,0,1,,,,,1.376576957,0.204119983,1.414213562,,1.544068044,1.255272505,1.204119983,,,,0.491361694,0.361727836,1,1.195899652,0.716003344,0.602059991,0.826074803,0.995635195,,
272,Calyptrogyne,brachystachys,,Moore,6565,bh,costa rica,10.17,10.28,84.13,-84.22,700,,,,23,2.2,2,0,3,4.8,1.8,55,,,,,,2.9,1.2,1,15.5,3.6,1.8,2.2,2.7,1,,,,1,1,0,1,0,0,0,0,0,,,0,0,0,,-0.1,1,,,,mar,,,,1,0,1,,,,,1.361727836,0.342422681,1.414213562,,1.740362689,,,,,,0.462397998,0.079181246,1,1.190331698,0.556302501,0.431363764,,,,
274,Calyptrogyne,brachystachys,,Moore,6729,bh,costa rica,10.37,10.62,85.04,-85.07,1130,,,,39.5,3.6,2,1,7.4,7.5,0.1,30,12,26.5,,,,3.2,0.9,1,16.1,4.3,2.5,2.2,3,,7.1,10.1,,,1,0,1,0,0,0,0,0,,,0,0,0,,,,,,,,apr,,,0,0,1,black,,,,1.596597096,0.556302501,1.414213562,0,1.477121255,1.079181246,1.423245874,,,,0.505149978,-0.045757491,1,1.206825876,0.633468456,0.477121255,0.851258349,1.004321374,,0
279,Calyptrogyne,brachystachys,,Chazdon,148,bh,costa rica,10.15,10.25,84.07,-84.12,1250,,,,38.7,2.8,3,1.4,4.5,6.6,2.1,47,15,23.7,,,,3.1,1.5,1,16.5,4.9,2,3,2.7,0,,,,,1,1,1,0,0,0,1,0,,,0,0,0,,3.5,1,,apr,,,,,0,0,0,1,,,,,1.587710965,0.447158031,1.732050808,0.146128036,1.672097858,1.176091259,1.374748346,,,,0.491361694,0.176091259,1,1.217483944,0.69019608,0.431363764,,,0.544068044,
194,Calyptrogyne,brachystachys,,Grayum,6203,cas,costa rica,10.46,10.77,85.18,-85.3,975,,,,20.5,,,7.8,,,,34,10,21.5,,,,,2.8,,22.2,4.4,,,,,,,,1,1,0,1,0,0,0,,0,,,0,0,0,,,,,,,,,jan,,,0,1,,,,,1.311753861,,,0.892094603,1.531478917,1,1.33243846,,,,,0.447158031,,1.346352974,0.643452676,,,,,0
192,Calyptrogyne,brachystachys,,Hammel,15392,cas,costa rica,10.19,10.32,84.43,-84.72,1065,,,51.5,28.5,3.5,3,0.2,3.2,5,1.8,60,22,18.5,,,,2.9,0.8,1,15.5,3.8,1.4,1.7,2.2,2,7.4,11.6,,1,1,1,1,0,0,0,,0,,,0,0,0,,1,1,,,,jun,jun,,0,1,0,1,,,,1.711807229,1.45484486,0.544068044,1.732050808,-0.698970004,1.77815125,1.342422681,1.267171728,,,,0.462397998,-0.096910013,1,1.190331698,0.579783597,0.342422681,0.86923172,1.064457989,0,0
301,Calyptrogyne,brachystachys,,Moore,10178,bh,costa rica,10.2,10.33,84.5,-84.83,,,,,28.5,2.7,4,1,3,4,1,40,14,23.5,,,,2.6,0.8,1,14,3.2,1.8,2,3,0,,,,,1,1,1,0,0,0,0,0,,,0,0,0,0,1.2,1,,,nov,,nov,,0,0,0,1,black,,,,1.45484486,0.431363764,2,0,1.602059991,1.146128036,1.371067862,,,,0.414973348,-0.096910013,1,1.146128036,0.505149978,0.477121255,,,0.079181246,0
302,Calyptrogyne,brachystachys,,Murray,1,bh,costa rica,10.2,10.33,84.5,-84.83,,,,,27.7,3.5,4,0.7,4,5,1,45,17,19.5,,,27,3.4,1.2,1,17,4.8,2,3.5,3.8,1,,,,,1,0,1,0,0,0,,,0,0,0,0,0,0,1.3,1,,apr,apr,apr,,,0,0,0,1,,,,,1.442479769,0.544068044,2,-0.15490196,1.653212514,1.230448921,1.290034611,,,1.431363764,0.531478917,0.079181246,1,1.230448921,0.681241237,0.579783597,,,0.113943352,
313,Calyptrogyne,brachystachys,,Smith,3,us,costa rica,10.13,10.22,84.25,-84.42,1550,,,,,,,2.7,,,,25,,,,,,,1,1,17.2,4.8,2.2,2.5,4,0,,,,1,1,0,1,,0,0,0,0,,,0,0,0,,,,,,,,,,0,0,0,1,,,,,,,,0.431363764,1.397940009,,,,,,,0,1,1.235528447,0.681241237,0.602059991,,,,0
314,Calyptrogyne,brachystachys,,Standley,45986,us,costa rica,10.3,10.5,84.58,-84.97,650,0.45,,,26,,2,0.7,,,,50,29,,,,,,,1,18,3.5,2,2.3,2.5,0,,,,,1,0,1,0,0,0,0,0,,,0,0,0,,,,,,jan,,,,,1,0,1,,-0.346787486,,,1.414973348,,1.414213562,-0.15490196,1.698970004,1.462397998,,,,,,,1,1.255272505,0.544068044,0.397940009,,,,
