Number,Genus,Species,Subspecies,Collector,Collnumber,Herbarium,Country,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemhe,Stemdi,Shpele,Rachle,Rachwi,Nodivi,Asymme,Bapiwi,Bapimi,Differ,Basang,Apiang,Appile,Pedlen,Prople,Pedble,Peduwi,Distan,Norlla,Rllale,Rllawi,Pitwid,Pitlen,Dispit,Stapit,Fruidi,Fruile,Leafno,Stemfo,Pitcoll,Petiol,Pedtom,Filifo,Inflor,Pbscar,Prophy,Pbract,Pbsurf,Pbfold,Rachil,Rlltom,Upplip,Stasep,Flapdist,Flap,Inflobud,Flowerbud,Openfls,Immfrs,Matfrs,Oldinflo,Racpro,Lobes,Proxpin,Leaf,Fruitcolor,Lgstemhe,Lgstemdi,Lgshpele,Lgrachle,Lgrachwi,Squnodivi,Lgasymme,Lgbasang,Lgapiang,Lgappile,Lgpedlen,Lgprople,Lgpedble,Lgpeduwi,Lgdistan,Squnorlla,Lgrllale,Lgrllawi,Lgdispit,Lgfruidi,Lgfruile,Lgflapdist,Rachillacolo
71,Calyptrogyne,ghiesbreghtiana,spicigera,Balick,2555,ny,belize,15.59,15.98,89.13,-89.22,,,,,,,,,,,,,,,,,,3.7,1.4,1,,5.5,2.6,2,2,1,,,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,feb,,,,0,0,1,,,,,,,,,,,,,,,0.568201724,0.146128036,1,,0.740362689,0.301029996,,,,
89,Calyptrogyne,ghiesbreghtiana,spicigera,Contreras,2113,ny,guatemala,16.3,16.5,89.25,-89.42,,,,53.5,,4.3,,,1,2.3,1.3,49,,,,,,3.7,2,1,29.5,5.6,2.8,2.5,4.3,0,,,,,0,0,1,,0,0,,0,,,0,0,0,0,,,,,apr,apr,,,,0,0,1,,,,1.728353782,,0.633468456,,,1.69019608,,,,,,0.568201724,0.301029996,1,1.469822016,0.748188027,0.633468456,,,,
94,Calyptrogyne,ghiesbreghtiana,spicigera,Dunn,21993,ny,guatemala,15.4,15.67,88.55,-88.92,,,,,,,,,,,,,,,,,,4.1,2.9,1,24.5,5.6,2.8,3,4,2,6.5,12,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,,sep,,,0,0,1,,,,,,,,,,,,,,,0.612783857,0.462397998,1,1.389166084,0.748188027,0.602059991,0.812913357,1.079181246,,
431,Calyptrogyne,ghiesbreghtiana,spicigera,Croat,24381,mo,belize,16.16,16.27,89.08,-89.13,,,,,,,,,,,,,,,,,,3.3,1.3,1,22.3,5,2.2,2.6,3.8,1,,,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,jun,,,,0,0,1,,,,,,,,,,,,,,,0.51851394,0.113943352,1,1.348304863,0.698970004,0.579783597,,,,
430,Calyptrogyne,ghiesbreghtiana,spicigera,Martinez,23132,mo,guatemala,15.48,15.8,88.52,-88.87,2,,,42.8,,,,,,,,,,,,,,3.7,1.5,1,23.2,5.1,2,2.7,5,2,7.8,12,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,,jul,,,0,0,1,,,,1.631443769,,,,,,,,,,,0.568201724,0.176091259,1,1.365487985,0.707570176,0.698970004,0.892094603,1.079181246,,
202,Calyptrogyne,ghiesbreghtiana,spicigera,Mont,1116,cas,guatemala,15.4,15.66,88.46,-88.77,900,,,,,,,,,,,,,,,,,3.4,1.4,1,22.4,5,2.8,2.8,4.5,,,,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,may,,,,0,0,1,,,,,,,,,,,,,,,0.531478917,0.146128036,1,1.350248018,0.698970004,0.653212514,,,,
142,Calyptrogyne,ghiesbreghtiana,spicigera,Standley,73164,f,guatemala,15.45,15.75,88.35,-88.58,5,,,,,,,,,,,,,,,,,2.3,0.7,1,,4.3,2.9,2,4,2,7.6,10.3,,1,0,1,1,,0,0,,0,,,0,0,0,,,,,,,,apr,,,0,0,1,,,,,,,,,,,,,,,0.361727836,-0.15490196,1,,0.633468456,0.602059991,0.880813592,1.012837225,,0
104,Calyptrogyne,ghiesbreghtiana,spicigera,Kellerman,7165,ny,guatemala,15.2,15.33,89.1,-89.17,666,,,,,,,,,,,,,,,,,2.2,1,1,24.6,3.9,2.4,2.4,3.3,0,,,,,0,1,1,,0,0,,0,0,0,0,0,0,,,,,feb,,feb,,,0,0,0,1,,,,,,,,,,,,,,,0.342422681,0,1,1.390935107,0.591064607,0.51851394,,,,
141,Calyptrogyne,ghiesbreghtiana,spicigera,Standley,73031,f,guatemala,15.45,15.75,88.4,-88.66,5,,,,,4.3,,0.4,,,,28,,,,,,4.3,0.7,1,23.5,5.8,3.3,2,3.2,2,,,,1,0,1,1,,0,0,,0,,,0,0,0,,8.5,1,,,,,may,,0,0,0,1,,,,,,0.633468456,,-0.397940009,1.447158031,,,,,,0.633468456,-0.15490196,1,1.371067862,0.763427994,0.505149978,,,0.929418926,0
433,Calyptrogyne,ghiesbreghtiana,spicigera,Hawkins,1337,mo,belize,16.23,16.38,89.08,-89.13,715,,,,,4,,1.8,,,,28,,,,,,3.3,1.1,1,19.5,5.3,2.5,2.2,4.6,2,,,,,0,1,1,,0,0,,0,,,0,0,0,,11,1,,,,,feb,,0,0,0,1,,,,,,0.602059991,,0.255272505,1.447158031,,,,,,0.51851394,0.041392685,1,1.290034611,0.72427587,0.662757832,,,1.041392685,
434,Calyptrogyne,ghiesbreghtiana,spicigera,Boutin,5001,mo,belize,16.2,16.33,89.1,-89.17,,,,,,,,,,,,,,,,,,4.3,1.1,1,26.8,5.1,2.8,3,5.3,0,,,,,0,1,1,,0,0,,0,,,0,0,0,0,,,,mar,mar,,,,0,0,0,1,,,,,,,,,,,,,,,0.633468456,0.041392685,1,1.428134794,0.707570176,0.72427587,,,,0
238,Calyptrogyne,ghiesbreghtiana,spicigera,Moore,8212,bh,guatemala,,,,,100,,,,84,5.4,5,2,3.1,4,0.9,34,13,32.5,,,,3.1,1.4,1,22.3,5.3,2.7,2.5,5,0,7.2,10.3,,1,0,1,1,0,,0,1,0,0,0,0,0,0,0,24.5,1,,nov,,,nov,,0,0,0,1,,,,,1.924279286,0.73239376,2.236067977,0.301029996,1.531478917,1.113943352,1.511883361,,,,0.491361694,0.146128036,1,1.348304863,0.72427587,0.698970004,0.857332496,1.012837225,1.389166084,0
97,Calyptrogyne,ghiesbreghtiana,spicigera,Gentle,7330,"ny, mich",belize,16.05,16.08,89.07,-89.12,,,,,,5.8,,,3,3.7,0.7,31,,,,,,3.3,1.6,1,31.8,6.1,3,3.2,4,2,,,,1,0,1,1,,0,0,0,0,,,0,0,0,,,,,,,,may,,0,0,0,1,,,,,,0.763427994,,,1.491361694,,,,,,0.51851394,0.204119983,1,1.50242712,0.785329835,0.602059991,,,,
200,Calyptrogyne,ghiesbreghtiana,spicigera,Watson,189,gh,guatemala,,,,,,,,,,8.6,,,,,,35,,,,,,5.1,1.2,1,25.7,5.3,2.8,2.5,5,,,,,,0,1,1,,0,0,0,0,0,0,0,0,0,,22.6,1,,,,,,,0,0,0,1,,,,,,0.934498451,,,1.544068044,,,,,,0.707570176,0.079181246,1,1.409933123,0.72427587,0.698970004,,,1.354108439,
201,Calyptrogyne,ghiesbreghtiana,spicigera,Mont,1117,cas,guatemala,15.4,15.66,88.46,-88.77,90,,,,79.5,6,4,0.4,3.4,4.9,1.5,54,16,44,,,,3.4,0.8,1,22,4.8,2.5,3,4,2,7.6,13.5,,,0,1,1,0,0,0,,0,,,0,0,0,0,21,1,,may,,,may,,0,0,0,1,,,,,1.900367129,0.77815125,2,-0.397940009,1.73239376,1.204119983,1.643452676,,,,0.531478917,-0.096910013,1,1.342422681,0.681241237,0.602059991,0.880813592,1.130333768,1.322219295,
432,Calyptrogyne,ghiesbreghtiana,spicigera,Vanderveen,596,mo,belize,16.16,16.27,89.08,-89.13,,,,,,,,,,,,,,,,,,4.4,1.5,1,28,5.7,2.7,3.2,4.4,1,,,,,0,,1,,0,0,,0,,,0,0,0,,,,,,,jun,,,,,,1,,,,,,,,,,,,,,,0.643452676,0.176091259,1,1.447158031,0.755874856,0.643452676,,,,
136,Calyptrogyne,ghiesbreghtiana,spicigera,Stevenson,7,f,belize,16.07,16.12,88.49,-88.82,,,,,53.5,6.4,4,0.4,1.5,1.8,0.3,36,19,,,,,3.8,1.4,1,23.9,5.2,3.3,3.1,3.5,2,8,10.5,,,0,1,1,0,0,0,,0,0,0,0,0,0,,,,,,,,,,0,0,0,1,,,,,1.728353782,0.806179974,2,-0.397940009,1.556302501,1.278753601,,,,,0.579783597,0.146128036,1,1.378397901,0.716003344,0.544068044,0.903089987,1.021189299,,
198,Calyptrogyne,ghiesbreghtiana,spicigera,Smith,1833,gh,guatemala,15.45,15.75,88.45,-88.75,0,,,,,,,,,,,,,,,,,2.8,1.1,1,,4.3,2.2,2.5,4.5,2,,,,,0,1,1,,0,0,,0,,,0,0,0,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,0.447158031,0.041392685,1,,0.633468456,0.653212514,,,,
199,Calyptrogyne,ghiesbreghtiana,spicigera,Watson,110,gh,guatemala,,,,,,,,,,,,,,,,,16,29.5,,,31,3.8,1.1,1,23.6,4.8,2.5,2.4,5,,,,,,0,,1,,0,0,,0,0,0,0,0,0,,,,,,,,,,,0,0,1,,,,,,,,,,1.204119983,1.469822016,,,1.491361694,0.579783597,0.041392685,1,1.372912003,0.681241237,0.698970004,,,,
562,Calyptrogyne,herrerae,,Grayum,11043,mo,costa rica,9.45,9.75,83.19,-83.32,1250,,,,89.5,7.5,14,4.3,,,,28,15,29.5,,,,3.4,1,1,23.4,3.7,1.9,1.7,3.7,0,,,,1,1,1,1,0,0,1,,0,,,0,2,0,,35.5,1,,,aug,,,,0,0,0,1,,,,,1.951823035,0.875061263,3.741657387,0.633468456,1.447158031,1.176091259,1.469822016,,,,0.531478917,0,1,1.369215857,0.568201724,0.568201724,,,1.550228353,0
443,Calyptrogyne,kunorum,,de Nevers,8042,mo,panama,9.23,9.38,78.48,-78.8,450,1.75,7,33,43,8.1,1,1.2,,,,29,10,38.5,87,27,,3.9,0.8,1,23.5,6.7,2.2,2.8,3.2,2,11.7,19.4,22,0,1,1,1,0,1,1,0,0,,,0,0,0,,,,,,,,jun,,1,0,0,0,brown,0.243038049,0.84509804,1.51851394,1.633468456,0.908485019,1,0.079181246,1.462397998,1,1.58546073,1.939519253,1.431363764,,0.591064607,-0.096910013,1,1.371067862,0.826074803,0.505149978,1.068185862,1.28780173,,0
82,Calyptrogyne,kunorum,,de Nevers,5377,ny,panama,9.18,9.3,79.16,-79.27,850,1.5,,,56.5,6.5,1,3,,,,21,25,43,,,,4.6,0.9,1,24,6.3,2.8,2.2,2.9,2,,,,0,1,1,1,0,1,1,,0,,,0,0,0,,17.5,1,,,,apr,apr,,,0,0,0,brown,0.176091259,,,1.752048448,0.812913357,1,0.477121255,1.322219295,1.397940009,1.633468456,,,,0.662757832,-0.045757491,1,1.380211242,0.799340549,0.462397998,,,1.243038049,0
83,Calyptrogyne,kunorum,,de Nevers,5548,ny,panama,9.18,9.3,79.16,-79.27,850,1,,,56,7.9,1,0.5,,,,17,19,46,,,,5.3,0.6,1,21.3,8,3.4,2,2.7,2,11.5,18.7,,0,1,1,1,0,1,1,0,0,1,0,0,0,0,,21,1,,,,,apr,,0,0,0,0,brown,0,,,1.748188027,0.897627091,1,-0.301029996,1.230448921,1.278753601,1.662757832,,,,0.72427587,-0.22184875,1,1.328379603,0.903089987,0.431363764,1.06069784,1.271841607,1.322219295,0
81,Calyptrogyne,kunorum,,de Nevers,6261,ny,panama,9.18,9.3,79.16,-79.27,825,0.75,,,54.5,6.3,1,2.5,,,,16,16,53,79.8,33,27.7,5.2,1,1,20.4,7.1,4,3,2,1,13.8,24.1,15,0,1,1,1,1,1,1,0,0,1,0,0,0,0,,16.4,1,,nov,,,nov,nov,,0,0,0,brown,-0.124938737,,,1.736396502,0.799340549,1,0.397940009,1.204119983,1.204119983,1.72427587,1.902002891,1.51851394,1.442479769,0.716003344,0,1,1.309630167,0.851258349,0.301029996,1.139879086,1.382017043,1.214843848,0
80,Calyptrogyne,kunorum,,de Nevers,6262,ny,panama,9.18,9.3,79.16,-79.27,825,0.46,,87,70.7,6.4,1,3,,,,18,12,45,112,46.5,30,5.3,0.8,1,,6.8,2.5,2.5,2.5,0,,,21,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,31.5,1,nov,nov,,,,,,0,0,0,,-0.337242168,,1.939519253,1.849419414,0.806179974,1,0.477121255,1.255272505,1.079181246,1.653212514,2.049218023,1.667452953,1.477121255,0.72427587,-0.096910013,1,,0.832508913,0.397940009,,,1.498310554,
322,Calyptrogyne,osensis,,Cordero,149,mo,costa rica,8.38,8.63,83.35,-83.58,400,,,,,,,,,,,19,,,,,,4.4,2.9,1,24.9,4,2.1,2.2,4.3,0,,,,,1,1,1,,0,0,,0,,,0,0,0,,,,,jan,,,,,0,0,0,1,,,,,,,,,1.278753601,,,,,,0.643452676,0.462397998,1,1.396199347,0.602059991,0.633468456,,,,0
321,Calyptrogyne,osensis,,Utley,4888,mo,costa rica,8.39,8.65,83.09,-83.15,350,,,,,,10,,,,,33,22,44,,,,,2.6,1,29.3,5.9,2.7,3.2,4.7,1,,,,,1,1,1,0,0,0,,0,,,0,0,0,,,,,,,may,,,,0,0,1,,,,,,,3.16227766,,1.51851394,1.342422681,1.643452676,,,,,0.414973348,1,1.46686762,0.770852012,0.672097858,,,,0
325,Calyptrogyne,osensis,,Grayum,9187,mo,costa rica,8.4,8.66,83.12,-83.2,210,,,,,6.6,,0.7,3,3.3,0.3,33,13,48,,,41.5,4.5,1.7,1,27,5.1,2,2.2,3,0,12,15.6,15.5,1,1,1,1,0,0,0,,0,1,0,0,0,0,0,,,dec,dec,,,dec,,0,0,0,1,black,,,,,0.819543936,,-0.15490196,1.51851394,1.113943352,1.681241237,,,1.618048097,0.653212514,0.230448921,1,1.431363764,0.707570176,0.477121255,1.079181246,1.193124598,,0
455,Calyptrogyne,osensis,,Cordero,151,mo,costa rica,8.38,8.63,83.35,-83.58,400,,,,,,2,,,,,7,,,,,,3.9,2.8,1,31.8,3.9,2,2,3,1,,,,,1,1,1,,0,0,,0,,,0,0,0,,,,,jan,,,,,,0,0,1,,,,,,,1.414213562,,0.84509804,,,,,,0.591064607,0.447158031,1,1.50242712,0.591064607,0.477121255,,,,
376,Calyptrogyne,osensis,,de Nevers,7758,mo,costa rica,8.41,8.68,83.32,-83.53,250,,,,,,,,,,,,,,,,,4.1,1.9,1,22,4.9,3,2,5,0,9.2,18.3,,1,1,,1,,0,0,,0,,,0,0,0,,,,,,may,,may,,,,,1,,,,,,,,,,,,,,,0.612783857,0.278753601,1,1.342422681,0.69019608,0.698970004,0.963787827,1.26245109,,
312,Calyptrogyne,osensis,,Kress,944303,us,costa rica,8.39,8.65,83.11,-83.18,150,0.5,,,85,8.9,,0.5,,,,35,,,,,,3.8,2.1,1,27.4,4.6,2.3,1.5,5.5,,,,,1,1,1,1,0,0,0,0,0,1,0,0,0,0,,,,jun,,,,,jun,0,0,0,1,,-0.301029996,,,1.929418926,0.949390007,,-0.301029996,1.544068044,,,,,,0.579783597,0.322219295,1,1.437750563,0.662757832,0.740362689,,,,0
331,Calyptrogyne,osensis,,Chacon,945,mo,costa rica,8.43,8.72,83.32,-83.53,225,,,,,,,,,,,,,,100,,,4.1,2.3,1,,,,,,,,,,1,1,1,1,,0,0,,0,1,0,0,0,0,0,,,jul,,,,,,,0,0,1,,,,,,,,,,,,2,,,0.612783857,0.361727836,1,,,,,,,0
65,Calyptrogyne,osensis,,de Nevers,7756,ny,costa rica,8.41,8.68,83.32,-83.53,250,,,50,76,9.1,3,5,,,,20,10,46.5,155,50,,5.8,2.1,1,31.8,6.1,2.5,2,4,2,9.6,17.4,15.5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,,23,1,may,,,,may,,0,0,0,1,,,,1.698970004,1.880813592,0.959041392,1.732050808,0.698970004,1.301029996,1,1.667452953,2.190331698,1.698970004,,0.763427994,0.322219295,1,1.50242712,0.785329835,0.602059991,0.982271233,1.240549248,1.361727836,
99,Calyptrogyne,osensis,,Estrada,862,ny,costa rica,9.18,9.3,83.46,-83.77,700,,,,,,,,,,,,,32,,,,4.1,1.7,1,21,3.7,2.5,2,5.3,2,8.7,14.8,,,1,,1,,0,0,,0,,,0,0,0,,,,,,,,jun,,,0,0,1,,,,,,,,,,,1.505149978,,,,0.612783857,0.230448921,1,1.322219295,0.568201724,0.72427587,0.939519253,1.170261715,,0
92,Calyptrogyne,osensis,,Henderson,1809,ny,costa rica,8.42,8.7,83.33,-83.55,250,,,,67,6.1,3,0,,,,8,10,42,,,47.5,5.2,1.7,1,28.1,5.8,2.7,2.2,4.3,2,10.8,19,19,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,,,jun,,,,jun,,0,0,0,1,black,,,,1.826074803,0.785329835,1.732050808,,0.903089987,1,1.62324929,,,1.67669361,0.716003344,0.230448921,1,1.44870632,0.763427994,0.633468456,1.033423755,1.278753601,,
320,Calyptrogyne,osensis,,Grayum,10577,mo,costa rica,8.49,8.82,83.11,-83.18,960,0.5,,,83,6.3,2,0.5,8.5,7,-1.5,18,,35.5,,,,4.1,1.6,1,28,5.7,2.6,2.6,6,2,11.9,20.1,,1,1,1,1,1,0,0,,0,,,0,0,0,,,,,,,,dec,,,0,0,1,black,-0.301029996,,,1.919078092,0.799340549,1.414213562,-0.301029996,1.255272505,,1.550228353,,,,0.612783857,0.204119983,1,1.447158031,0.755874856,0.77815125,1.075546961,1.303196057,,0
323,Calyptrogyne,osensis,,Cordero,249,mo,costa rica,8.37,8.62,83.4,-83.66,100,,,,,,,,,,,13,,,,,,4.1,3.7,1,31,4,2.5,2.3,3.2,0,,,,,1,1,1,,0,0,,0,,,0,0,0,,,,,,,feb,,,0,0,0,1,,,,,,,,,1.113943352,,,,,,0.612783857,0.568201724,1,1.491361694,0.602059991,0.505149978,,,,
413,Calyptrogyne,osensis,,Croat,35297,mo,costa rica,9.17,9.28,83.45,-83.75,900,,,,,2.2,2,0,,,,19,,,,,,4.2,1,1,19.3,3.9,2.2,2.2,5.2,1,,,,,1,0,1,,0,0,0,0,,,0,0,0,,,,,,,may,,,0,0,0,1,,,,,,0.342422681,1.414213562,,1.278753601,,,,,,0.62324929,0,1,1.285557309,0.591064607,0.716003344,,,,0
375,Calyptrogyne,osensis,,Croat,59765,mo,costa rica,8.41,8.68,83.32,-83.53,200,,,,,,,,,,,,,,,,,3.8,1.6,1,23.6,5,2.2,2.2,5,1,,,,1,1,1,1,,0,0,,0,,,0,0,0,,,,,,,mar,,,0,0,0,1,,,,,,,,,,,,,,,0.579783597,0.204119983,1,1.372912003,0.698970004,0.698970004,,,,0
87,Calyptrogyne,panamensis,centralis,de Nevers,8871,ny,panama,8.38,8.63,80.39,-80.65,700,,,38,25.7,3.3,2,0.2,4.3,3.7,-0.6,42,16,15.9,157.4,25.5,18.5,2.4,0.8,1,14.8,4.8,2,2,2.8,0,,,,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,,1,jan,,jan,jan,,,0,0,0,1,,,,1.579783597,1.409933123,0.51851394,1.414213562,-0.698970004,1.62324929,1.204119983,1.201397124,2.197004728,1.40654018,1.267171728,0.380211242,-0.096910013,1,1.170261715,0.681241237,0.447158031,,,,
482,Calyptrogyne,panamensis,centralis,Hammel,8517,mo,panama,8.43,8.72,80.28,-80.47,533,,,,,,3,,3.1,3.9,0.8,50,,,,,,2.2,2.7,1,10.9,4,1.9,1.6,2.5,0,,,,,1,,1,,0,0,,0,,,0,0,1,,,,,,,,,,,0,0,1,,,,,,,1.732050808,,1.698970004,,,,,,0.342422681,0.431363764,1,1.037426498,0.602059991,0.397940009,,,,0
480,Calyptrogyne,panamensis,centralis,Hammel,1609,mo,panama,8.4,8.66,80.26,-80.43,500,,,,,3.3,2,0.1,4.5,5.8,1.3,39,,,,,,2.6,1.3,1,11.6,4.7,2,2.1,2.8,1,,,,,1,1,1,,0,0,1,0,,,0,0,1,,,,,,,feb,,,,0,0,1,,,,,,0.51851394,1.414213562,-1,1.591064607,,,,,,0.414973348,0.113943352,1,1.064457989,0.672097858,0.447158031,,,,0
479,Calyptrogyne,panamensis,centralis,Antonio,3599,mo,panama,8.4,8.66,80.26,-80.43,600,,,,,,,,,,,,,,,,15.1,2.1,1.8,1,10.8,4.3,2.1,2.2,3.6,,,,,,1,,1,0,0,0,,0,,,0,0,1,,,,,jan,,jan,,,,0,0,1,,,,,,,,,,,,,,1.178976947,0.322219295,0.255272505,1,1.033423755,0.633468456,0.556302501,,,,
64,Calyptrogyne,panamensis,centralis,de Nevers,6789,ny,panama,8.34,8.57,80.56,-80.93,700,,,44,40,3.2,2,5.5,2.5,2.5,0,20,20,35,46,23,19.5,1.6,,1,,,,,,,,,8,1,1,0,1,0,0,0,0,0,0,1,0,0,1,,,1,jan,,,,jan,,0,0,0,1,black,,,1.643452676,1.602059991,0.505149978,1.414213562,0.740362689,1.301029996,1.301029996,1.544068044,1.662757832,1.361727836,1.290034611,0.204119983,,1,,,,,,,0
476,Calyptrogyne,panamensis,centralis,Davidse,23522,mo,panama,8.42,8.7,80.36,-80.6,300,,,,19.5,2.3,2,0.6,1.9,3.6,1.7,60,30,24,,,,1.8,0.9,1,10.9,3.1,1.7,2,3.9,1,,,,,1,1,1,0,0,0,1,0,,,0,0,1,,,,,,,feb,,,1,0,0,1,,,,,1.290034611,0.361727836,1.414213562,-0.22184875,1.77815125,1.477121255,1.380211242,,,,0.255272505,-0.045757491,1,1.037426498,0.491361694,0.591064607,,,,0
481,Calyptrogyne,panamensis,centralis,Hamilton,2805,mo,panama,8.45,8.75,80.3,-80.5,600,,,,32,2.9,2,0.8,4.5,5.8,1.3,55,30,23,,,,4.3,1.5,1,15.9,6.6,2.5,1.8,3.5,0,,,,,1,1,1,0,0,0,,0,,,0,0,1,,,,,feb,,,,,,0,0,1,,,,,1.505149978,0.462397998,1.414213562,-0.096910013,1.740362689,1.477121255,1.361727836,,,,0.633468456,0.176091259,1,1.201397124,0.819543936,0.544068044,,,,0
483,Calyptrogyne,panamensis,centralis,Antonio,3009,mo,panama,8.4,8.66,80.35,-80.58,930,,,,36.5,4,2,2,5.3,5.7,0.4,35,,19,,,,2.3,1.6,1,11.8,4.5,3.2,2.2,5,0,,,,,1,1,1,0,0,0,,0,,1,0,0,1,,,,,,dec,,,,,0,0,1,,,,,1.562292864,0.602059991,1.414213562,0.301029996,1.544068044,,1.278753601,,,,0.361727836,0.204119983,1,1.071882007,0.653212514,0.698970004,,,,
484,Calyptrogyne,panamensis,centralis,Folsom,2330,mo,panama,8.4,8.66,80.35,-80.58,700,,,,,,,,,,,,23,19.7,,,,,1.8,1,13.5,4,2.5,2,3,1,,,,,1,,1,0,0,0,,0,,,0,0,1,,,,,,,apr,,,,,0,1,,,,,,,,,,1.361727836,1.294466226,,,,,0.255272505,1,1.130333768,0.602059991,0.477121255,,,,
298,Calyptrogyne,panamensis,centralis,Folsom,6484,bh,panama,8.35,8.58,80.37,-80.62,775,,,,32.5,2.8,2,0,5.6,5.6,0,32,16,21,,,,3.1,1.2,1,,6,,,,,,,,,1,0,1,0,0,0,1,0,,,0,0,1,,1,1,,nov,,,,nov,,0,0,1,,,,,1.511883361,0.447158031,1.414213562,,1.505149978,1.204119983,1.322219295,,,,0.491361694,0.079181246,1,,0.77815125,,,,0,
191,Calyptrogyne,panamensis,centralis,Knapp,1955,cas,panama,8.45,8.75,80.25,-80.42,850,,,,21,3,1,1.4,,,,35,34,15.7,,,18.5,2,1.5,1,8,4.6,3,2.3,3,0,,,,,1,1,1,0,0,0,1,0,0,1,0,0,1,,,,nov,nov,,,,,1,0,0,0,,,,,1.322219295,0.477121255,1,0.146128036,1.544068044,1.531478917,1.195899652,,,1.267171728,0.301029996,0.176091259,1,0.903089987,0.662757832,0.477121255,,,,
56,Calyptrogyne,panamensis,centralis,de Nevers,6376,ny,panama,8.38,8.63,80.39,-80.65,700,,,42.5,38.2,2.7,2,0,5.5,5,-0.5,27,14,20.5,143,32.2,24,2.7,1.2,1,11.5,4.9,3,2.1,2.7,0,,,7,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,,,nov,nov,,,,,0,0,0,1,,,,1.62838893,1.582063363,0.431363764,1.414213562,,1.431363764,1.146128036,1.311753861,2.155336037,1.507855872,1.380211242,0.431363764,0.079181246,1,1.06069784,0.69019608,0.431363764,,,,0
485,Calyptrogyne,panamensis,centralis,Hammel,3464,mo,panama,8.4,8.66,80.42,-80.7,400,,,,32.3,,4,,,,,,,,,,,2.7,2.6,1,14.2,4.1,2.2,2.2,4.5,,,,,,1,,1,0,0,0,1,0,,,0,0,1,,,,,,,,,,,0,0,1,,,,,1.509202522,,2,,,,,,,,0.431363764,0.414973348,1,1.152288344,0.612783857,0.653212514,,,,
237,Calyptrogyne,panamensis,centralis,Croat,49168,cas,panama,8.37,8.62,80.35,-80.58,930,,,,29.2,,2,1.4,4.3,3.3,-1,33,27,15.8,,,,2.6,2,1,8.2,6.4,3,1.5,2.7,0,,,,,1,1,1,0,0,0,,0,,,0,0,1,,3.6,1,,dec,,,,,0,0,0,1,,,,,1.465382851,,1.414213562,0.146128036,1.51851394,1.431363764,1.198657087,,,,0.414973348,0.301029996,1,0.913813852,0.806179974,0.431363764,,,0.556302501,0
61,Calyptrogyne,panamensis,centralis,de Nevers,6735,ny,panama,8.42,8.7,80.28,-80.47,400,,,30.5,27,3,2,0.7,3.5,3,-0.5,35,19,14.5,96.3,24.4,,2.1,1.6,1,,4.2,2.3,1.4,3,2,,,8,1,1,0,1,0,0,0,1,0,,,0,0,1,,,,jan,,,jan,jan,,1,0,0,1,,,,1.484299839,1.431363764,0.477121255,1.414213562,-0.15490196,1.544068044,1.278753601,1.161368002,1.983626287,1.387389826,,0.322219295,0.204119983,1,,0.62324929,0.477121255,,,,0
62,Calyptrogyne,panamensis,centralis,de Nevers,6772,ny,panama,8.34,8.57,80.56,-80.93,700,,,68,51.8,4.2,3,0,5.4,4.8,-0.6,15,20,36,115.7,38.5,,2.4,0.9,1,19,4.7,2.7,2,3,0,,,8,1,1,1,1,0,0,0,1,0,,,0,0,1,0,12,1,jan,,,,jan,,0,0,0,1,black,,,1.832508913,1.71432976,0.62324929,1.732050808,,1.176091259,1.301029996,1.556302501,2.063333359,1.58546073,,0.380211242,-0.045757491,1,1.278753601,0.672097858,0.477121255,,,1.079181246,0
79,Calyptrogyne,panamensis,centralis,de Nevers,6712,ny,panama,8.42,8.7,80.28,-80.47,500,,,29.5,22.4,1.8,3,0,2.4,2.1,-0.3,28,20,17.4,87.5,17,,2.1,1,1,6.9,3.6,2.2,2,2.5,2,6.5,9.6,7,1,1,1,1,0,0,0,0,0,,,0,0,1,,,,,,,,jan,,1,0,0,1,,,,1.469822016,1.350248018,0.255272505,1.732050808,,1.447158031,1.301029996,1.240549248,1.942008053,1.230448921,,0.322219295,0,1,0.838849091,0.556302501,0.397940009,0.812913357,0.982271233,,0
100,Calyptrogyne,panamensis,centralis,Henderson,3033,ny,panama,8.4,8.67,80.35,-80.58,,,,,31,,2,,4.5,4.5,0,32,19,25,105,27,,2.3,1.5,1,18.4,5.6,2.1,1.8,3.7,2,,,9,1,1,0,1,0,0,0,1,0,,,0,0,1,,,,,,,,,may,,0,0,1,,,,,1.491361694,,1.414213562,,1.505149978,1.278753601,1.397940009,2.021189299,1.431363764,,0.361727836,0.176091259,1,1.264817823,0.748188027,0.568201724,,,,
