Species,Genus,Subspecies,Preliminary,Group,Status,Herbarium,Collector,Colnumber,Country,Area,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Stemlength,Stemdiameter,Petiole,Rachislen,Numpin,Pinlength,Pinwidth,Apjoin,Stinflolen,Straclen,Pisinflolen,Psraclen,Fruitlen,Fruitdiam,Solclu,Climbs,Sheath,Mottle,Dactyl,Elasti,Latifo,Hetera,Unifar,Dasyac,Discol,Phispi,Bulbou,Swelli,Gracil,Needle,Pholid,Petmar,Upward,Pachys,Hairli,Scabrid,Exilis,Intersp,Horseh,Ingens,Siphon,Minute,Moti,Spiral,Detach,Spicul,Nospin,Latmar,Spines,Corrug,Ocrflo,Ocrpog,Ocrlep,Ocrlae,Ocrdiv,Ocrcil,Ocrwal,Ocrpoi,Ocrpal,Ocrlon,Ocrtru,Ocrset,Ocrerin,Ocrsip,Ocrcon,Ocrgur,Ocrper,Ocrrho,Ocrjav,Ocrpse,Ocrpip,Ocrurs,Ocrrha,Flagel,Rachis,Rachil,Wooly,Racir,Pinnae,Pinsha,Divari,Insign,Hairy,Specta,Grayis,Erinac,Reddis,Tufted,Phvein,Sweptb,Proxim,Distal,Pinfew,Semelp,Rootin,Infpos,Infdae,Inflag,Infall,Infper,Inferi,Infpal,Infaru,Pedunc,Prophy,Murpro,Pedice,Piviti,Piinop,Pilobb,Pidisp,Pidimo,Pirecu,Picand,Rbcalo,Rbcera,Rbtatt,Rbpalu,Rbconi,Rbviti,Rbtubu,Rbanom,Rbplat,Rberin,Rbpogo,Rbsiph,Rbdaem,Piptos,Papery,Fimbri,Racped,Polyst,Retisp,Raclon,Ciliar,Laevig,Murica,Staord,Rblack,Starrg,Stflel,Sepals,Sepfle,Exsert,Stamen,Filame,Pisord,Ppdiva,Ridley,Tetrad,Pirasp,Cellat,Dyaped,Bracte,Pistom,Neuter,Cupula,Frshap,Perian,Scales,Dragon,Glossy,Fringe,Seeded,Attach,Renifo,Seedsu,Sarcot,Raphe,Endosp,Embryo,Frucol
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,pistillate,BKF,R. Pooma,2746,Thailand,,18.09,18.15,103.57,103.95,200,,,26.5,20.5,10,17.5,0.9,4,,,,4.2,,,,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,,1,,1,1,0,1,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,,,,,,,,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,pistillate,NY,A. Barfod,723,Thailand,,18.16,18.26,103.54,103.90,100,,,27,23,10,20,0.7,3.7,,,45,3.5,9.7,8,1,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,,,,,,,,,,,,,,0,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,0,1,0,0,2,,0,0,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,pistillate,NY,E. Poilane,28327,Laos,,,,,,,,,29,,,22,1.2,,,,,8.5,,,,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,pistillate,A,C. Phengkhlai,3629,Thailand,,14.49,14.83,103.39,103.67,,,,7,,,20,0.8,,,,,9.5,,,,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,0,1,1,0,1,1,2,2,1,1,,,,,,,,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,pistillate,BKF,R. Pooma,2393,Thailand,,15.27,15.45,105.34,105.56,120,,,,38.5,,20,0.6,,,,,8,13.1,8,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,pistillate,P,C. Thorel,s.n.,Laos,,15.13,15.22,104.51,104.85,,,,11.5,23.5,12,20,0.8,,,,35,3.5,,,,,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,1,0,1,1,1,1,2,0,1,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,pistillate,A,J. Maxwell,1407,Thailand,,15.19,15.31,105.29,105.48,150,,,,25,,15,0.6,,,,,,,,,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,1,1,,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,0,1,1,0,1,1,2,2,1,1,,,,,,,,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,staminate,P,J. Vidal,1430,Laos,,18,18.00,102.38,102.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,staminate,BKF,C. Phengkhlai,1254,Thailand,,17.21,17.36,101.49,101.83,230,,,19.5,29.5,15,21.5,0.8,3,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,staminate,BKF,C. Phengkhlai,947,Thailand,,14.38,14.64,104.38,104.64,,,,10.5,,,19,1.5,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,staminate,BKF,D. Hurlburt,21,Thailand,,,,,,,,3.47,3.7,13,14,12,0.6,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,staminate,BKF,J. Maxwell,1410,Thailand,,15.19,15.31,105.29,105.48,,,,16.5,35.5,15,15,0.5,3.2,,3.3,,,,,,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,staminate,K,S. Dransfield,1454,Thailand,,15.48,15.80,105.16,105.26,,,,,,,18.7,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,staminate,BKF,R. Pooma,2219,Thailand,,15.17,15.28,105.27,105.45,125,,,8.8,18,,14.2,0.6,,,3,,,,,,0,1,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,0,2,1,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthophyllus,Calamus,,C. acanthophyllus,Indo-Burma flagellate,sterile,K,K. Sengdala,43,Laos,,17.27,17.45,105.13,105.21,,,,,,16,13.3,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,?,VNMN,Phuong,6289,Vietnam,,21.06,21.10,104.54,104.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pist/stam,GH,J. Hooker,s.n.,India,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,1,2,2,2,1,1,1,1,,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,1,2,,,,,,,,,,0,1,1,2,2,1,1,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,KUN,Exped. Qinghai-Xizang,74-4725,Tibet,,29.18,29.31,95.18,95.31,1850,,,,,,30,3.4,,,,,5.5,19.4,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,0,1,1,2,2,2,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,1,1,2,2,1,1,,0,0,1,1,1,2,0,1,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,P,J. Hooker,s.n.,India,,,,,,,,,,,,31,4.2,1,,,,,20.8,13.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,0,1,1,2,2,2,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,CAL,W. Griffith,s.n.,India,,,,,,,,,,,,,,1.2,,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,KFRI,C. Renuka,7079,India,,,,,,,,,,,,27,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,1,0,1,1,2,2,2,1,1,1,1,,1,1,1,1,1,,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,BH,W. Koelz,24616,India,,25.25,25.42,90.3,90.50,1333,10.7,,1.7,76.5,10,28,4.4,,,,,7,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,0,1,0,1,1,2,2,2,1,1,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,0,1,1,2,2,,1,,0,0,1,1,1,2,0,1,0,0,2,0,0,0,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,CAL,T. Anderson,1536,India,,26.59,26.98,88.2,88.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,K,O. Viengkham,231,Laos,,20.15,20.25,103.12,103.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,BKF,R. Pooma,470,Thailand,,19.12,19.20,101.03,101.06,1600,,2.02,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,orange
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,KUN,,619,China,,,,,,,,,,,,36,3.9,,,,,,20.9,13.8,,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,2,2,1,1,1,1,,1,1,1,1,1,,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,1,0,0,1,1,1,2,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,KUN,P. Y. Mao,3650,China,,22.5,22.50,103.45,103.75,1320,,1.08,,,,,,,,,,2.3,,,,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,2,2,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,A,C. W. Wang,78353,China,,23.21,23.35,99.25,99.43,1850,21,2.17,2.5,,,,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,,,1,0,1,0,1,1,2,2,2,1,1,1,1,,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,1,0,1,1,2,2,,1,,,,1,1,1,2,0,1,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,BH,W. Koelz,24617,India,,25.25,25.42,90.3,90.50,1333,10.7,,1,,,,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,,,1,0,,,,1,2,2,2,1,1,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,,,,1,2,2,,1,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,FI,L. Fea,s.n.,Myanmar,,16.1,16.16,98.31,98.51,1300,,2.17,,,,,,,,,,,15.7,11.4,,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,2,2,1,1,1,1,,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,,0,0,1,1,1,2,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,HITBC,S. Chen,14325,China,,,,,,1570,,,,,,,,,,,,,,,,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,2,2,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,NY,A. Henderson,3109,China,,21.29,21.48,101.3,101.50,1561,,2.67,4,,,,,,,,,4,,,,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,,,1,0,1,0,1,1,2,2,2,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,,,,,,,,,,,,,,2,1,1,0,1,1,2,2,,1,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,pistillate,KUN,Qing Hai and Tibet team,9225,China,,27.41,27.68,98.36,98.61,1375,,3.69,1.5,,,34,4.5,,,,,3.5,,,,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,,1,2,1,0,1,0,1,1,2,2,2,1,1,1,1,0,1,1,1,1,,1,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,,,,,,,,,,1,1,0,1,1,2,2,1,1,,0,0,1,1,1,2,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,staminate,HITBC,G. Tao,14291,China,,21.38,21.63,101.26,101.43,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,staminate,BM,A. Kerr,4918,Thailand,,18.48,18.80,101.06,101.10,1600,,,,,,27,3.7,,,2.5,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,0,1,0,1,1,2,2,2,1,1,1,1,,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,,1,2,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,staminate,BH,W. Koelz,33062,India,,22.38,22.63,93.03,93.05,2333,,,0.5,,,33,4.3,,,3.7,,,,,,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,,,1,0,1,0,1,1,2,2,2,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,staminate,NY,A. Henderson,3151,Myanmar,,26.51,26.85,96.13,96.22,,10,1.88,1.8,73.5,12,19.7,5.8,0.4,100,2.2,,,,,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,,,1,0,1,0,1,1,2,2,2,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,staminate,NY,A. Henderson,3778,Vietnam,,22.53,22.89,105.14,105.24,600,20,,7,72,9,22.5,4.3,2,175,2.3,,,,,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,2,2,2,1,1,1,1,0,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
acanthospathus,Calamus,,C. acanthospathus,Indo-Burma flagellate,staminate,NY,A. Henderson,3784,Vietnam,,22.53,22.90,105.14,105.24,650,,1.43,3,58,10,18.5,4.1,0.5,,2.5,,,,,,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,7,2,1,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,0,1,1,3,1,1,3,1,1,1,2,1,1,1,1,1,1,0,1,2,1,0,1,0,1,1,2,2,2,1,1,1,1,0,1,1,1,1,1,,1,0,1,1,1,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,2,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
