Number,Genus,Species,Subspecies,Preliminary,Herbarium,Collector,Colnumber,Country,Latitude,Dlatitude,Longitude,Dlongitude,Elevation,Plheight,Stemlength,Stemdiameter,Leafnumber,Sheath,Petiole,Rachislen,Nodivisions,Pinlen,Pinwid,Pedbract,Pedunclelen,Straclen,Stracnum,Stflowlen,Nostamen,Psraclen,Psracnum,Fruitlen,Fruitdiam,Seeds,Acaule,Vertic,Petiol,Shefib,Pinnae,Ahairs,Auricl,Flabel,Starac,Toment,Bracte,Arrang,Stampe,Surfac,Granul,Margin,Stamen,Stalen,Anther,Pisrac,Cuspid,Pismar,String,Angled,Frgray,Fibers,Locpit,Endbas,Xfiber,Endfib,Seeded,Opercu,Hollow,Fruitcolor
771,Attalea,pindobassu,check petiole,A. pindobassu,F,Noblick,4605,Brazil,10.57,-10.95,40.35,-40.58,730,,3,35,8,,10,553,180,,,,,,,14.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,Attalea,pindobassu,,A. pindobassu,F,Lima,,Brazil,10.56,-10.93,40.24,-40.4,,,,,,,,,,,,,,,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,Attalea,pindobassu,,A. pindobassu,F,Noblick,4535,Brazil,11.53,-11.88,40.41,-40.68,650,,13.5,50,17,,135,679,181,,,105,40,14,400,17.2,9,13,,75.4,62.1,1,1,,2,,1,,2,,,2,1,1,1,2,2,1,2,3,1,,1,2,1,2,2,1,,1,,,2,1,,
769,Attalea,pindobassu,,A. pindobassu,F,Noblick,4532,Brazil,11.19,-11.31,40.46,-40.76,700,,15,45,19,150,135,588,183,,,108,42,15,401,14.3,8,,,,,,1,,2,,1,,2,2,,2,1,1,1,2,2,1,2,3,1,,,,,,,,,,,,,,,
323,Attalea,pindobassu,,A. pindobassu,NY,Noblick,3828,Brazil,11.25,-11.41,40.36,-40.6,,,10,45,20,,175,,175,81,3.5,135,50,17,,19,9,,,91.8,47.1,4,1,,,,1,,2,,,2,1,1,1,2,2,1,2,3,1,,1,2,1,2,2,,,,,,2,,,
324,Attalea,pindobassu,,A. pindobassu,NY,Noblick,4604,Brazil,11.11,-11.18,40.31,-40.51,500,,6.5,35,22,,150,640,181,106,4.2,187,60,14.5,,16.1,10,,,84.2,51.4,3,1,,2,,1,1,2,,,2,1,1,1,2,2,1,2,3,1,,1,2,,2,2,1,2,1,1,,2,1,2,
325,Attalea,pindobassu,,A. pindobassu,NY,Noblick,4600,Brazil,11.44,-11.73,40.34,-40.56,710,,5,35,,,,,,,,175,80,,,,,14,,78.3,45.5,3,1,,2,,1,,,,,,,,,,,,,,,,,2,,2,2,,,,,,,,,
550,Attalea,pindobassu,,A. pindobassu,BH,Noblick,4601,Brazil,11.44,-11.73,40.34,-40.56,710,,8,40,18,,50,641,180,,,155,50,14.5,,17.2,,,,,,,1,,2,,1,,2,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,
776,Attalea,pindobassu,,A. seabrensis,F,Noblick,4599,Brazil,11.48,-11.8,42.03,-42.05,910,,15.5,40,20,,62,417,149,,,,44,14.5,287,14.6,,,,76.8,43.5,3,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
774,Attalea,pindobassu,sea irreg pinnae,A. seabrensis,F,Noblick,4597,Brazil,13.09,-13.15,41.48,-41.8,1060,,5,35,17,,120,517,166,,,128,,14,262,12.6,11,,,91.8,56.6,1,1,,2,,2,,2,2,,2,1,1,1,2,2,1,2,3,1,,1,2,1,2,2,1,,1,,,2,1,,
775,Attalea,pindobassu,,A. seabrensis,F,Noblick,4381,Brazil,12.27,-12.45,42.06,-42.1,,,12.5,35,17,,150,447,164,,,,30,9,300,14.4,9,11,,78.5,53.5,3,1,,2,,2,,2,2,,2,1,1,1,2,2,1,2,3,1,,1,2,1,2,2,1,,1,,,2,1,,
371,Attalea,pindobassu,,A. seabrensis,NY,Noblick,4598,Brazil,13.09,-13.15,41.48,-41.8,,,7,40,17,,,,,,,160,67,,,,,8,,,,,1,,,,2,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,
372,Attalea,pindobassu,,A. seabrensis,NY,Noblick,4590,Brazil,13.45,-13.75,41.02,-41.03,625,,4,35,20,,75,627,173,102,3.1,,30,10.5,274,11.7,9,12,,64.3,36.8,3,1,,2,,2,,2,2,,2,1,1,1,2,2,1,2,3,1,,1,2,,2,2,1,2,1,,,2,1,,
373,Attalea,pindobassu,,A. seabrensis,NY,Noblick,4518,Brazil,13.22,-13.36,41.41,-41.68,950,,20,30,18,,175,501,182,77,3,,90,9.5,261,11.2,12,13.5,,72,53,5,1,2,2,2,2,1,2,2,,2,1,1,1,2,2,1,2,3,1,,1,2,,2,2,,,,,,,,,dark brown
502,Attalea,pindobassu,,A. seabrensis,K,Noblick,4591,Brazil,13.49,-13.81,41.18,-41.3,940,,6,35,15,,50,531,172,,,109,40,,,,,,,75.8,50.2,,1,2,2,2,2,1,2,2,,,,,,,,,,,,,,2,,2,2,,,,,,,,,
591,Attalea,pindobassu,,A. seabrensis,US,Glassman,13034,Brazil,,,,,,20,,,,,,,,,4.8,,,11,,14.2,12,,,73.2,62.7,2,1,,,,,,,,1,,,,1,2,2,1,2,3,1,1,,,,2,2,,,,,,,,,
748,Attalea,plowmanii,,S. plowmanii,AAU,Balslev,8099,Peru,4.08,-4.13,73.28,-73.46,109,,,,12,34,177,366,91,,,,35,,,,,,,79.8,49.6,3,2,,2,,1,,1,,,,,,,,,,,,,,,,,2,2,,2,,1,2,,,2,
88,Attalea,plowmanii,,S. plowmanii,NY,Vasquez,22939,Peru,4.07,-4.11,72.55,-72.91,116,4,,,,,,,110,,3.4,,,14.5,,12.3,6,,,,,,2,,,,1,,1,1,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
89,Attalea,plowmanii,,S. plowmanii,NY,Vasquez,10835,Peru,4.1,-4.16,73.2,-73.33,150,,,,,,,,106,,4.4,,,16.5,,14.3,6,,,,,,2,,,,1,3,1,,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
90,Attalea,plowmanii,,S. plowmanii,NY,Vasquez,10834,Peru,4.1,-4.16,73.2,-73.33,150,,,,,,,,100,84,4.2,,,,,,,3,,,,,2,,,,1,3,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
91,Attalea,plowmanii,,S. plowmanii,NY,Gentry,55997,Peru,3.5,-3.83,73.25,-73.41,130,,,,,,,,,,4.3,,,13,,13.7,6,0.7,,72.7,46.9,,2,,,,1,,,1,,1,1,6,2,2,2,2,1,2,1,,,,,2,2,,,,1,2,,,,
92,Attalea,plowmanii,,S. plowmanii,NY,Blicher,2,Peru,4.07,-4.11,73.2,-73.33,,,,,12,,,,136,129,5.5,123,,15.5,20,11.9,6,,,,,,2,,2,,1,3,1,1,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
93,Attalea,plowmanii,,S. plowmanii,NY,Blicher,3,Peru,4.07,-4.11,73.2,-73.33,,,,,12,,,298,,74.5,4.2,121,,,,,,1,20,71.6,37.9,,2,,2,,1,1,1,,,,,,,,,,,,,1,2,2,1,2,2,,,,1,2,,,,
94,Attalea,plowmanii,,S. plowmanii,NY,Galeano,2050,Colombia,1.17,-1.28,69.43,-69.71,250,,,,13,74,126,338,93,81,3.7,100,,,,16,6,,,,,,2,,2,,1,3,1,,,,,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,brown
387,Attalea,plowmanii,,S. plowmanii,NY,Fleck,431,Peru,5.17,-5.28,73.09,-73.15,,,,,16,,,,,88,2.7,,,,,,,,,,,,2,,,,1,1,1,1,1,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
392,Attalea,plowmanii,,S. plowmanii,NY,Fleck,22,Peru,5.17,-5.28,73.09,-73.15,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,2,,,,
393,Attalea,plowmanii,,S. plowmanii,NY,Fleck,652,Peru,5.17,-5.28,73.09,-73.15,150,,,,11,,,,,82.5,3.2,,,,,,,,,71.1,49.2,3,,,,,,1,,,,,,,,,,,,,,,,,,2,2,1,,1,1,2,2,1,,
464,Attalea,plowmanii,,S. plowmanii,COL,Bernal,2560,Colombia,3.55,-3.91,70.09,-70.15,150,,,,8,,70,362,86,,,,,12.5,,13.7,,,,,,,2,,2,,1,,1,1,,1,1,6,2,2,2,2,1,2,1,,,,,,,,,,,,,,,
560,Attalea,plowmanii,,S. plowmanii,BH,Moore,9510,Peru,3.59,-3.98,73.2,-73.33,150,,,,15,,185,465,107,,,,,13,,,,,,,,,2,2,2,2,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
561,Attalea,plowmanii,,S. plowmanii,BH,Plowman,6778,Peru,2.4,-2.66,72,-72,,,,,5,,,,,,,,,15.5,,13.9,,,,,,,2,,,,1,,1,,1,,,6,,,,,,,,1,2,2,,,,,,,,,,,,
577,Attalea,plowmanii,,S. plowmanii,BH,Plowman,2545,Peru,3.51,-3.85,73.25,-73.41,,,1,,,,,,,,,,,13,,10.5,,,,,,,1,,,,1,,,,,1,1,6,,,,,,,,,,,,,,,,,,,,,,
578,Attalea,plowmanii,,S. plowmanii,BH,Moore,10214,Peru,3.59,-3.98,73.2,-73.33,,,,,,,,,110,,,,,,,,,1,,90.9,52.4,3,2,,2,,1,,1,,,,,,,,,,,,,,2,2,,2,2,1,2,1,1,2,2,1,,
585,Attalea,plowmanii,,S. plowmanii,BH,Smith,5043,Colombia,3.45,-3.75,70.27,-70.45,,,,,,,,,,,,,,,,,,,,96.7,50,,,,,,1,,1,,,,,,,,,,,,,,2,2,,2,2,,,,,,,,,
665,Attalea,plowmanii,,S. plowmanii,MO,Gentry,16568,Peru,3.3,-3.5,73.14,-73.23,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,Attalea,plowmanii,,S. plowmanii,MO,Gentry,61897,Peru,3.5,-3.83,73.25,-73.41,,,,,,,,,,,,,,10,,9.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
667,Attalea,plowmanii,,S. plowmanii,MO,Gentry,29331,Peru,4.05,-4.08,72.58,-72.96,140,4,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
668,Attalea,plowmanii,,S. plowmanii,MO,Vasquez,7111,Peru,4.1,-4.16,73.3,-73.5,130,,,,,,,,,,,,,13.2,,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
687,Attalea,plowmanii,,S. plowmanii,MO,Vasquez,8526,Peru,4.29,-4.48,73.35,-73.58,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689,Attalea,plowmanii,,S. plowmanii,MO,Balick,1000,Peru,2.4,-2.66,72,-72,,6,,,15,,100,600,102,,,,,,,,,,,77.2,45.7,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
690,Attalea,plowmanii,,S. plowmanii,MO,Vasquez,8525,Peru,4.29,-4.48,73.35,-73.58,150,,,,,,,,,,,,,10.5,,12.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,Attalea,plowmanii,,S. plowmanii,MO,Gentry,20479,Peru,3.16,-3.26,77.02,-77.03,,,,,,,,,,,,,,,,,,,,79.7,44.3,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
328,Attalea,plowmanii,,S. plowmanii,NY,Gentry,65881,Peru,3.5,-3.83,73.25,-73.41,140,,,,,,,,,92.5,4,,,,,,,,,76.1,,,2,,,,1,3,,,,,,,,,,,,,,,,2,,2,2,,,,,2,,,,
810,Attalea,racemosa,,A. ferruginea,AAU,Balslev,7007,Peru,3.49,-3.81,73.42,-73.7,135,,,,,,,,,,,,,6.5,,13.6,36,,,,,,,,,,,3,,,2,2,1,8,1,2,2,4,2,3,1,,,,,,,,,,,,,,,
805,Attalea,racemosa,,A. ferruginea,AAU,Balslev,7272,Peru,3.24,-3.4,74.49,-74.81,170,,,,10,49,189,,130,,,,74,7.5,,16.6,28,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,Attalea,racemosa,,A. ferruginea,NY,Vasquez,14323,Peru,3.5,-3.83,73.3,-73.5,,,,,,,,,103,74,3.3,,,8,,14.5,,,,,,,2,,,,1,,2,2,2,2,1,8,1,2,2,4,2,3,1,,,,,,,,,,,,,,,
319,Attalea,racemosa,,A. ferruginea,NY,Vasquez,5324,Peru,3.55,-3.91,73.35,-73.58,130,,,,,,,,,97,3.4,,,10,,18.7,25,,,,,,2,,,,1,,2,,2,2,1,8,1,2,2,4,2,3,1,,,,,,,,,,,,,,,
320,Attalea,racemosa,,A. ferruginea,NY,Torres,3199,Colombia,0.25,-0.41,72.2,-72.33,150,,,,9,,,310,86,72.5,3.7,,,,,,,,,,,,2,,2,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,Attalea,racemosa,,A. ferruginea,NY,Torres,3205,Colombia,0.25,-0.41,72.2,-72.33,150,,,,10,,,475,112,85,3.6,,,,,,,,,76,47.2,2,2,,2,,1,,,,,,,,,,,,,,,2,1,2,,2,2,,,,,2,,,,light brown
322,Attalea,racemosa,,A. ferruginea,NY,Galeano,2260,Colombia,1.07,1.11,72.5,-72.83,425,,,,9,,,525,97,,,80,150,,,,,,,,,,2,,2,,1,,2,,,,,,,,,,,,,,,2,,,,,,,,,,,,
326,Attalea,racemosa,,A. ferruginea,NY,Henderson,1645,Peru,3.53,-3.88,73.21,-73.35,,,,,8,,150,300,105,,,,,,,12.7,,,,79.8,48.4,1,2,,2,,1,,,,2,2,1,8,1,2,2,4,2,3,1,,1,2,,2,2,1,2,1,1,2,2,1,2,
327,Attalea,racemosa,,A. ferruginea,NY,Henderson,,Peru,3.51,-3.85,73.2,-73.33,,,,,,,,,,,,,,,,,,,,62.9,51.1,3,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,1,1,2,2,1,,
429,Attalea,racemosa,,A. ferruginea,COAH,Cardenas,6921,Colombia,1.05,1.08,72.5,-72.83,,,,,,,,,115,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,brown
430,Attalea,racemosa,,A. ferruginea,COAH,Montenegro,16,Colombia,0.32,-0.53,72.2,-72.33,,,,,,,,,111,,,,,,,,,,,,,,2,,2,,1,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Attalea,racemosa,,A. ferruginea,COAH,Palacios,735,Colombia,0.25,-0.41,72.2,-72.33,,,,,,,170,,,,,,,7,,15.1,,,,,,,2,,2,,1,,2,,2,2,1,8,,,,,,,,,,,,,,,,,,,,,,
432,Attalea,racemosa,,A. ferruginea,COAH,La Rotta,132,Colombia,0.45,-0.75,72.3,-72.5,,3.5,,,,,,,,,,,,,,,,,,72.7,49.2,,,,,,1,,2,,,,,,,,,,,,,,,2,,2,2,,,,,,,,,
465,Attalea,racemosa,,A. ferruginea,COL,Bernal,2626,Colombia,0.39,-0.65,72.07,-72.11,160,,,,6,,,397,94,,,,,6.5,,19,,,,,,,2,,2,,1,,2,,2,2,,8,1,2,2,4,2,3,1,,,,,,,,,,,,,,,
466,Attalea,racemosa,,A. ferruginea,COL,Franco,3233,Colombia,0.55,0.91,72.45,-72.75,375,,,,8,,150,,,,,,,9.5,,13,,,,,,,2,,2,,1,,2,2,2,2,1,8,1,2,2,4,2,3,1,,,,,,,,,,,,,,,
553,Attalea,racemosa,,A. ferruginea,BH,Gentry,22347,Peru,3.38,-3.64,73.12,-73.2,150,,,,,,,,,,,,,11,,14,38,,,,,,2,,,,1,,,,,2,1,8,,,,,,,,,,,,,,,,,,,,,,
651,Attalea,racemosa,,A. ferruginea,MO,Vasquez,3839,Peru,3.18,-3.3,72.55,-72.91,130,,,,,,,,,,,,,,,20,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
652,Attalea,racemosa,,A. ferruginea,MO,Gentry,36535,Peru,3.38,-3.64,73.12,-73.2,,,,,,,,,,,,,,,,,,1.5,,,,,2,,,,1,,2,,2,,,,,,,,,,,2,,,,,,,,,,,,,,
653,Attalea,racemosa,,A. ferruginea,MO,Pipoly,12966,Peru,3.2,-3.33,72.55,-72.91,120,,,,,,,,103,,,,,6,,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
654,Attalea,racemosa,,A. ferruginea,MO,Gentry,21010,Peru,3.56,-3.94,73.27,-73.45,130,,,,,,,,,,,,,13.5,,16.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
655,Attalea,racemosa,,A. ferruginea,MO,Gentry,28878,Peru,3.5,-3.83,73.3,-73.5,140,,,,,,,,,,,,,,,,,1.5,,74.8,45.6,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,
656,Attalea,racemosa,,A. ferruginea,MO,Gentry,77453,Peru,3.15,-3.25,72.55,-72.91,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,Attalea,racemosa,,A. ferruginea,NY,Wessels Boer,2322,Venezuela,1.55,1.91,67,-67,125,,,,,75,100,340,107,71,4.5,65,160,9,,17.4,21,,,62.8,48.8,2,2,2,2,2,1,3,2,,2,2,1,8,1,2,2,4,2,3,1,,1,2,,2,2,,,,1,2,2,,,
537,Attalea,racemosa,,A. ferruginea,BH,Schultes,18040,Colombia,1.5,1.83,67,-67,,,,,,,,,,,3,,,9.5,,20.8,,4,,77.5,49.4,3,,,,,1,,1,,2,,1,8,,,,,,,,2,1,2,,2,2,1,,1,1,2,2,1,,
310,Attalea,racemosa,,A. ferruginea,NY,Huber,6440,Venezuela,3.56,3.93,67.12,-67.2,100,,,,,75,82,460,101,59,3,140,100,7,,15.5,39,3,,,,,2,,2,,1,,2,2,2,2,1,8,1,2,2,4,2,3,1,2,1,2,1,,,,,,,,,,,light brown
311,Attalea,racemosa,,A. ferruginea,NY,Wessels Boer,1894,Venezuela,5.15,5.25,67.49,-67.81,,,,,35,40,140,210,68,51,2.5,,,7,,20.4,40,,,60,39,2,2,,2,,1,3,2,1,2,2,1,8,1,2,2,4,2,3,1,2,1,2,,2,2,,,,1,2,,,,
312,Attalea,racemosa,,A. ferruginea,NY,Davidse,15357,Venezuela,5.51,5.85,67.25,-67.41,,,,,,,,,,59,3.5,,,,,,,,,55.5,33.4,2,2,,,,1,,2,1,,,,,,,,,,,,2,1,2,,2,2,,,,1,2,,,,
313,Attalea,racemosa,,A. ferruginea,NY,Cuello,575,Venezuela,6.05,6.08,67.23,-67.38,,,,,,,,,,,,,,,,,,3,,44.2,29.6,3,2,,,,1,,2,2,2,2,1,8,1,2,2,4,2,3,1,2,1,2,,2,2,1,2,1,1,2,2,1,2,
314,Attalea,racemosa,,A. ferruginea,NY,Wessels Boer,1906,Venezuela,5.44,5.73,67.38,-67.63,,,,,14,70,240,460,126,72.5,3.3,,,12,,14.2,37,,,51.5,31,,2,,2,,1,,2,,2,2,1,8,1,2,2,4,2,3,1,,1,2,,2,2,,,,,,,,,
315,Attalea,racemosa,,A. ferruginea,NY,Steyermark,131602,Venezuela,5.5,5.83,67.27,-67.45,85,,,,,,,,,,,,,6,,,,2.8,,,,,2,,,,1,,2,1,2,2,1,8,1,2,2,4,2,3,1,2,1,2,,,,,,,,,,,,
317,Attalea,racemosa,,A. ferruginea,NY,Maguire,60281,Brazil,0.42,0.7,66.09,-66.15,,,,,,,,,,,3.6,,,12,,13.3,,,,,,,2,,2,,1,,2,2,2,2,1,8,1,2,2,4,2,3,1,2,1,2,,,,,,,,,,,,
428,Attalea,racemosa,,A. ferruginea,COAH,Cardenas,20342,Colombia,3.14,3.23,68.12,-68.2,,,,,,,,,96,,,,,,,,,2.7,,,,,2,,,,1,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,brown
500,Attalea,racemosa,,A. ferruginea,K,Spruce,54,Venezuela,,,,,,,,,,,,,96,,,,,,,,,2,20,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
536,Attalea,racemosa,,A. ferruginea,BH,Berry,789,Venezuela,3.56,3.93,67.03,-67.05,,,,,,,,,,,,,,7.5,,17.8,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,
285,Attalea,sagotii,,O. polysticha,NY,Davidse,17025,Venezuela,3.4,3.66,67.22,-67.36,100,,,,,,,,,76,2.4,,,,,,,,,29.9,22.9,1,2,,,,1,,2,1,,,,,,,,,,,,,1,2,,2,2,1,2,2,2,,2,1,2,brownish-yellow
270,Attalea,sagotii,,O. polysticha,NY,Vasquez,7756,Peru,4.55,-4.91,73.45,-73.75,180,,,,,,,,,,,,,6.5,,9.3,9,,,,,,2,,2,,1,,2,2,,1,2,5,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
271,Attalea,sagotii,,O. polysticha,NY,Kahn,1724,Peru,4.55,-4.91,73.4,-73.66,,,,,,,,,112,72,3.4,,,8.5,,7.6,14,,,,,,2,,,,1,,2,2,,1,2,5,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
272,Attalea,sagotii,,O. polysticha,NY,Gentry,21341,Peru,5.03,-5.06,73.51,-73.85,,,,,,,,,,45,2,,,11.5,,8.2,16,,,,,,2,,,,1,,2,,,1,2,5,3,1,2,2,2,3,2,,1,2,,,,,,,,,,,,brown
273,Attalea,sagotii,,O. polysticha,NY,Fleck,722,Peru,5.17,-5.28,73.09,-73.15,,,,,9,,,,,90,4.2,,,,,,,7.5,,,,,2,,2,,1,,2,2,,,,,,,,,,,,,,2,,,,,,,,,,,,
274,Attalea,sagotii,,O. polysticha,NY,Henderson,833,Brazil,4.17,-4.28,70.18,-70.3,75,,,,9,,,,,106,3.7,,,5,,6.4,10,,,,,,2,,,,1,,2,2,,1,2,5,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
276,Attalea,sagotii,,O. polysticha,NY,Klug,205,Peru,3.44,-3.73,73.18,-73.3,100,,,,,,,,,,,,,7,,6.4,9,,,,,,2,,,,1,,,,,,,5,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
288,Attalea,sagotii,,O. polysticha,NY,Wessels Boer,1913,Venezuela,5.1,5.16,67.5,-67.83,,,,,7,,200,350,77,90,2.7,,,,,,,,,,,1,2,,2,,1,,2,,,1,2,,,,,,,,,1,1,2,1,2,2,1,2,2,2,,2,1,,
290,Attalea,sagotii,,O. polysticha,NY,Wessels Boer,2409,Venezuela,2,2,67,-67,,,,,8,50,210,380,113,87.5,4.5,100,70,7.5,73,,,,,34.2,22.4,1,2,,2,,1,,,,,1,2,5,3,1,2,2,2,3,2,,1,2,,2,2,1,2,2,2,,2,1,,
294,Attalea,sagotii,,O. polysticha,NY,Henderson,855,Brazil,4.22,-4.36,70.11,-70.18,150,,,,9,,,500,100,92,3.8,,,,,,,5,,37.5,26,1,2,,2,,1,,2,2,,,,,,,,,,,,1,1,2,,2,2,1,2,2,2,,2,1,,
298,Attalea,sagotii,,O. polysticha,NY,Killip,28814,Peru,5.48,-5.8,76.12,-76.2,,,,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,,,,,,,,,,,
382,Attalea,sagotii,,O. polysticha,NY,Steyermark,102784,Venezuela,1.55,1.91,67.03,-67.05,125,,,,,,,,,81.5,4,,,,,,,,,,,,2,,,,1,3,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,tawny-brown
425,Attalea,sagotii,,O. polysticha,COAH,Betancur,13931,Colombia,0.34,-0.56,70.11,-70.18,175,5.5,,,,,90,,110,,,,,11,,5.4,,,,,,,2,,2,,1,,2,1,,1,2,,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
584,Attalea,sagotii,,O. polysticha,BH,Moore,8512,Peru,5.46,-5.76,76.04,-76.06,,,,,10,,,,130,,,,,,,8.4,,,,,,,2,,2,,1,,2,2,1,1,2,5,,,,,,,,,,,,,,,,,,,,,,
620,Attalea,sagotii,,O. polysticha,US,Huber,2257,Venezuela,5.27,5.45,65.51,-65.85,,4.5,,,,,,,,,,,,,,,,3.7,,,,,2,,,,1,,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,
701,Attalea,sagotii,ck stam rac num,O. polysticha,MO,Gentry,31753,Peru,3.5,-3.83,73.3,-73.5,140,,,,,,,,,,,,,8.3,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,Attalea,sagotii,,O. polysticha,MO,Liesner,3627,Venezuela,1.56,1.93,67.04,-67.06,,,,,,,,,,,,,,,,,,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
703,Attalea,sagotii,,O. polysticha,MO,Gentry,56407,Peru,4.55,-4.91,73.45,-73.75,,,,,,,,,,,,,,9,,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,Attalea,sagotii,,O. polysticha,MO,Vasquez,6746,Peru,4.2,-4.33,72.45,-72.75,150,,,,,,,,,,,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705,Attalea,sagotii,,O. polysticha,MO,Knapp,8093,Peru,6.15,-6.25,76.17,-76.28,,,,,,,,,,,,,,9,,6.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
706,Attalea,sagotii,,O. polysticha,MO,Gentry,52276,Peru,6.15,-6.25,76.15,-76.25,,3,,,,,,,,,,,,9.3,,,,,,,,,2,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Attalea,sagotii,,O. polysticha,COAH,Londono,1379,Colombia,0.45,-0.75,72.05,-72.08,,,,,,,,,,,,,,8,,7.7,,,,,,,2,,,,1,,2,,,1,2,5,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
424,Attalea,sagotii,,O. polysticha,K,Zarucchi,1573,Colombia,1.15,1.25,70.15,-70.25,,,,,,,80,,,,,,,8.5,,5.7,,,,,,,2,,2,,1,,2,,,1,2,5,3,1,2,2,2,3,2,,,2,,,,,,,,,,,,pale yellow
414,Attalea,sagotii,,O. polysticha,COAH,Bernal,4508,Colombia,3.37,3.61,69.02,-69.03,158,,,,,,,490,103,,,,,5.5,,5.2,,,,,,,2,,2,,,,,,,1,2,5,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
824,Attalea,sagotii,,O. polysticha,F,Bunting,3571,Venezuela,4.34,4.56,67.5,-67.83,,,,,,,100,,,,,,,9.5,,6.3,,5.7,,33.7,20.2,,2,,2,,1,,2,,,1,2,5,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
826,Attalea,sagotii,,O. polysticha,F,Williams,14925,Venezuela,2.35,2.58,67.3,-67.5,,,,,,,,,,,,,,,,,,,,35.3,22.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
514,Attalea,sagotii,,O. polysticha,K,de Granville,7442,French Guian,3.27,3.45,53.32,-53.53,350,,,,10,,100,,77,103,5.5,,,9,,,,3.5,,,,,2,2,2,2,1,3,2,,,1,2,5,3,1,2,2,2,3,2,,,2,,,,,,,,,,,,
823,Attalea,sagotii,,O. sagotii,F,Wessels Boer,276,Surinam,5.27,5.45,55.12,-55.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,2,2,3,2,,,,,,,,,,,,,,,
