taxonID,verbatimScientificName,scientificNameGBIF,scientificNameTPL,scientificNameWCVP,verbatimInfraspecificEpithet,kingdom,phylum,class,order,family,genus,originalNameUsage,morphotype,verbatimTaxonRank,GBIFID,TPLID,WCVPID
1671,Desmoncus prunifer,Desmoncus prunifer,Desmoncus polyacanthos,Desmoncus prunifer,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Desmoncus,,"",,http://www.gbif.org/species/2738834,http://www.theplantlist.org/tpl1.1/record/kew-60416,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:666652-1
1672,Desmoncus pumilus,Desmoncus pumilus,Desmoncus mitis,Desmoncus pumilus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Desmoncus,,"",,http://www.gbif.org/species/2738826,http://www.theplantlist.org/tpl1.1/record/kew-60394,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:666653-1
1673,Desmoncus setosus,Desmoncus setosus,Desmoncus polyacanthos,Desmoncus setosus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Desmoncus,,"",,http://www.gbif.org/species/2738852,http://www.theplantlist.org/tpl1.1/record/kew-60414,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:666659-1
1674,Desmoncus setosus,Desmoncus setosus,Desmoncus polyacanthos,Desmoncus setosus,?,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Desmoncus,,"",,http://www.gbif.org/species/2738852,http://www.theplantlist.org/tpl1.1/record/kew-60414,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:666659-1
1675,Desmoncus stans,Desmoncus stans,Desmoncus stans,Desmoncus stans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Desmoncus,,"",,http://www.gbif.org/species/2738813,http://www.theplantlist.org/tpl1.1/record/kew-60428,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:275792-2
1676,Desmoncus vacivus,Desmoncus vacivus,Desmoncus mitis,Desmoncus vacivus,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Desmoncus,,"",,http://www.gbif.org/species/2738822,http://www.theplantlist.org/tpl1.1/record/kew-60399,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:78710-2
1677,Euterpe edulis,Euterpe edulis,Euterpe edulis,Euterpe edulis,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Euterpe,,,,http://www.gbif.org/species/5293403,http://www.theplantlist.org/tpl1.1/record/kew-83063,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:666911-1
1678,Geonoma aspidiifolia,Geonoma aspidiifolia,Geonoma aspidiifolia,Geonoma aspidiifolia,fusca,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734141,http://www.theplantlist.org/tpl1.1/record/kew-89287,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667009-1
1679,Geonoma aspidiifolia,Geonoma aspidiifolia,Geonoma aspidiifolia,Geonoma aspidiifolia,aspidiifolia,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734141,http://www.theplantlist.org/tpl1.1/record/kew-89287,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667009-1
1680,Geonoma baculifera,Geonoma baculifera,Geonoma baculifera,Geonoma baculifera,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734369,http://www.theplantlist.org/tpl1.1/record/kew-89289,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667011-1
1681,Geonoma bernalii,Geonoma bernalii,Geonoma bernalii,Geonoma bernalii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/8424934,http://www.theplantlist.org/tpl1.1/record/kew-467262,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110427-1
1682,Geonoma braunii,Geonoma braunii,Geonoma braunii,Geonoma braunii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/8316272,http://www.theplantlist.org/tpl1.1/record/kew-467290,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110428-1
1683,Geonoma brenesii,Geonoma brenesii,Geonoma brenesii,Geonoma brenesii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734097,http://www.theplantlist.org/tpl1.1/record/kew-89303,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:318349-2
1684,Geonoma brongniartii,Geonoma brongniartii,Geonoma brongniartii,Geonoma brongniartii,brongniartii,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734168,http://www.theplantlist.org/tpl1.1/record/kew-89307,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667027-1
1685,Geonoma brongniartii,Geonoma brongniartii,Geonoma brongniartii,Geonoma brongniartii,pascensis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734168,http://www.theplantlist.org/tpl1.1/record/kew-89307,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667027-1
1686,Geonoma brongniartii,Geonoma brongniartii,Geonoma brongniartii,Geonoma brongniartii,brongniartii,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,x deversa,,http://www.gbif.org/species/2734168,http://www.theplantlist.org/tpl1.1/record/kew-89307,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667027-1
1687,Geonoma brongniartii,Geonoma brongniartii,Geonoma brongniartii,Geonoma brongniartii,brongniartii,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,large-sized,,http://www.gbif.org/species/2734168,http://www.theplantlist.org/tpl1.1/record/kew-89307,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667027-1
1688,Geonoma brongniartii,Geonoma brongniartii,Geonoma brongniartii,Geonoma brongniartii,brongniartii,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,hybrid?,,http://www.gbif.org/species/2734168,http://www.theplantlist.org/tpl1.1/record/kew-89307,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667027-1
1689,Geonoma calyptrogynoidea,Geonoma calyptrogynoidea,Geonoma calyptrogynoidea,Geonoma calyptrogynoidea,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734303,http://www.theplantlist.org/tpl1.1/record/kew-89310,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108838-2
1690,Geonoma camana,Geonoma camana,Geonoma camana,Geonoma camana,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734245,http://www.theplantlist.org/tpl1.1/record/kew-89311,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667031-1
1691,Geonoma camana,Geonoma camana,Geonoma camana,Geonoma camana,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,x macrostach,,http://www.gbif.org/species/2734245,http://www.theplantlist.org/tpl1.1/record/kew-89311,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667031-1
1692,Geonoma chlamydostachys,Geonoma chlamydostachys,Geonoma chlamydostachys,Geonoma chlamydostachys,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734322,http://www.theplantlist.org/tpl1.1/record/kew-89324,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:277404-2
1693,Geonoma chococola,Geonoma chococola,Geonoma chococola,Geonoma chococola,chococola,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734099,http://www.theplantlist.org/tpl1.1/record/kew-89325,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667044-1
1694,Geonoma chococola,Geonoma chococola,Geonoma chococola,Geonoma chococola,awaensis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734099,http://www.theplantlist.org/tpl1.1/record/kew-89325,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667044-1
1695,Geonoma concinna,Geonoma concinna,Geonoma concinna,Geonoma concinna,concinna,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734048,http://www.theplantlist.org/tpl1.1/record/kew-89326,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108849-2
1696,Geonoma concinna,Geonoma concinna,Geonoma concinna,Geonoma concinna,simplex,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734048,http://www.theplantlist.org/tpl1.1/record/kew-89326,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108849-2
1697,Geonoma concinnoidea,Geonoma concinnoidea,Geonoma concinnoidea,Geonoma concinnoidea,concinnoidea,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/8043643,http://www.theplantlist.org/tpl1.1/record/kew-467238,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110432-1
1698,Geonoma concinnoidea,Geonoma concinnoidea,Geonoma concinnoidea,Geonoma concinnoidea,jefensis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/8043643,http://www.theplantlist.org/tpl1.1/record/kew-467238,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110432-1
1699,Geonoma concinnoidea,Geonoma concinnoidea,Geonoma concinnoidea,Geonoma concinnoidea,coclensis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/8043643,http://www.theplantlist.org/tpl1.1/record/kew-467238,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110432-1
1700,Geonoma congesta,Geonoma congesta,Geonoma congesta,Geonoma congesta,congesta,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734302,http://www.theplantlist.org/tpl1.1/record/kew-89328,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667048-1
1701,Geonoma congesta,Geonoma congesta,Geonoma congesta,Geonoma congesta,osensis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734302,http://www.theplantlist.org/tpl1.1/record/kew-89328,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667048-1
1702,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,fortuna,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1703,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,ecuador,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1704,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,elvalle,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1705,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,pacific,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1706,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,guanche,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1707,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,multipinnate,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1708,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,choco,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1709,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,cuneatoidea,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1710,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,sanblas,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1711,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,atlantic,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1712,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,minor,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1713,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,procumbens,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1714,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,?,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1715,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,rubra,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1716,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,linearis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1717,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,santafe,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1718,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,esmeraldas,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1719,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,guanacastens,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1720,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,irena,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1721,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,indivisa,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1722,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,cuneata,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,elcope,,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1723,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,Geonoma cuneata,sodiroi,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734082,http://www.theplantlist.org/tpl1.1/record/kew-89332,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667052-1
1724,Geonoma deneversii,Geonoma deneversii,Geonoma deneversii,Geonoma deneversii,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/8222392,http://www.theplantlist.org/tpl1.1/record/kew-467201,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110443-1
1725,Geonoma deversa,Geonoma deversa,Geonoma deversa,Geonoma deversa,deversa,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734119,http://www.theplantlist.org/tpl1.1/record/kew-89348,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667064-1
1726,Geonoma deversa,Geonoma deversa,Geonoma deversa,Geonoma deversa,peninsularis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734119,http://www.theplantlist.org/tpl1.1/record/kew-89348,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667064-1
1727,Geonoma deversa,Geonoma deversa,Geonoma deversa,Geonoma deversa,deversa,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,killipii,,http://www.gbif.org/species/2734119,http://www.theplantlist.org/tpl1.1/record/kew-89348,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667064-1
1728,Geonoma deversa,Geonoma deversa,Geonoma deversa,Geonoma deversa,deversa,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,iquitos,,http://www.gbif.org/species/2734119,http://www.theplantlist.org/tpl1.1/record/kew-89348,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667064-1
1729,Geonoma deversa,Geonoma deversa,Geonoma deversa,Geonoma deversa,quadriflora,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734119,http://www.theplantlist.org/tpl1.1/record/kew-89348,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667064-1
1730,Geonoma deversa,Geonoma deversa,Geonoma deversa,Geonoma deversa,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,x leptospadi,,http://www.gbif.org/species/2734119,http://www.theplantlist.org/tpl1.1/record/kew-89348,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667064-1
1731,Geonoma deversa,Geonoma deversa,Geonoma deversa,Geonoma deversa,belizensis,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734119,http://www.theplantlist.org/tpl1.1/record/kew-89348,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667064-1
1732,Geonoma deversa,Geonoma deversa,Geonoma deversa,Geonoma deversa,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,x myriantha,,http://www.gbif.org/species/2734119,http://www.theplantlist.org/tpl1.1/record/kew-89348,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667064-1
1733,Geonoma dindensis,Geonoma dindoensis,Geonoma dindoensis,,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/7922045,http://www.theplantlist.org/tpl1.1/record/kew-465734,
1734,Geonoma divisa,Geonoma divisa,Geonoma divisa,Geonoma divisa,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734266,http://www.theplantlist.org/tpl1.1/record/kew-89351,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108863-2
1735,Geonoma elegans,Geonoma elegans,Geonoma elegans,Geonoma elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,small,,http://www.gbif.org/species/2734255,http://www.theplantlist.org/tpl1.1/record/kew-89358,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667074-1
1736,Geonoma elegans,Geonoma elegans,Geonoma elegans,Geonoma elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734255,http://www.theplantlist.org/tpl1.1/record/kew-89358,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667074-1
1737,Geonoma elegans,Geonoma elegans,Geonoma elegans,Geonoma elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,broad leaf,,http://www.gbif.org/species/2734255,http://www.theplantlist.org/tpl1.1/record/kew-89358,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667074-1
1738,Geonoma elegans,Geonoma elegans,Geonoma elegans,Geonoma elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,pinnate,,http://www.gbif.org/species/2734255,http://www.theplantlist.org/tpl1.1/record/kew-89358,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667074-1
1739,Geonoma elegans,Geonoma elegans,Geonoma elegans,Geonoma elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,bifurca,,http://www.gbif.org/species/2734255,http://www.theplantlist.org/tpl1.1/record/kew-89358,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667074-1
1740,Geonoma elegans,Geonoma elegans,Geonoma elegans,Geonoma elegans,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,thick rachil,,http://www.gbif.org/species/2734255,http://www.theplantlist.org/tpl1.1/record/kew-89358,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667074-1
1741,Geonoma epetiolata,Geonoma epetiolata,Geonoma epetiolata,Geonoma epetiolata,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734364,http://www.theplantlist.org/tpl1.1/record/kew-89360,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108871-2
1742,Geonoma euspatha,Geonoma euspatha,Geonoma euspatha,Geonoma euspatha,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734350,http://www.theplantlist.org/tpl1.1/record/kew-89363,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108873-2
1743,Geonoma ferruginea,Geonoma ferruginea,Geonoma ferruginea,Geonoma ferruginea,microspadix,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734229,http://www.theplantlist.org/tpl1.1/record/kew-89368,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667083-1
1744,Geonoma ferruginea,Geonoma ferruginea,Geonoma ferruginea,Geonoma ferruginea,nicaraguensi,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734229,http://www.theplantlist.org/tpl1.1/record/kew-89368,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667083-1
1745,Geonoma ferruginea,Geonoma ferruginea,Geonoma ferruginea,Geonoma ferruginea,ferruginea,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734229,http://www.theplantlist.org/tpl1.1/record/kew-89368,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667083-1
1746,Geonoma ferruginea,Geonoma ferruginea,Geonoma ferruginea,Geonoma ferruginea,unplaced,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734229,http://www.theplantlist.org/tpl1.1/record/kew-89368,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667083-1
1747,Geonoma fosteri,Geonoma fosteri,Geonoma fosteri,Geonoma fosteri,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/7723613,http://www.theplantlist.org/tpl1.1/record/kew-467189,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110450-1
1748,Geonoma frontinensis,Geonoma frontinensis,Geonoma frontinensis,Geonoma frontinensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734167,http://www.theplantlist.org/tpl1.1/record/kew-89373,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:108876-2
1749,Geonoma galeanoae,Geonoma galeanoae,Geonoma galeanoae,Geonoma galeanoae,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/7890594,http://www.theplantlist.org/tpl1.1/record/kew-467188,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110451-1
1750,Geonoma gamiova,Geonoma elegans,Geonoma elegans,Geonoma gamiova,,Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,,,http://www.gbif.org/species/2734255,http://www.theplantlist.org/tpl1.1/record/kew-89358,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:667074-1
1751,Geonoma gentryi,Geonoma gentryi,Geonoma gentryi,Geonoma gentryi,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/7837827,http://www.theplantlist.org/tpl1.1/record/kew-466276,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77110452-1
1752,Geonoma hollinensis,Geonoma hollinensis,Geonoma hollinensis,Geonoma hollinensis,"",Plantae,Tracheophyta,Liliopsida,Arecales,Arecaceae,Geonoma,,"",,http://www.gbif.org/species/2734145,http://www.theplantlist.org/tpl1.1/record/kew-372882,http://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77094272-1
